gene_id	gene_name	start	end	strand
ENSG00000176695.8	OR4F17	107104	117102	+
ENSG00000141934.10	PLPP2	281040	291403	-
ENSG00000105556.12	MIER2	305573	344815	-
ENSG00000105549.11	SPMAP2	361747	376026	-
ENSG00000183186.8	C2CD4C	405445	409147	-
ENSG00000129946.11	SHC2	416589	461033	-
ENSG00000181781.10	CIMAP1D	463346	474983	-
ENSG00000099866.16	MADCAM1	489176	505343	+
ENSG00000141933.9	TPGS1	507497	519654	+
ENSG00000099804.9	CDC34	531760	542092	+
ENSG00000197540.8	GZMM	544034	549924	+
ENSG00000172270.22	BSG	571277	583494	+
ENSG00000099822.3	HCN2	589881	617159	+
ENSG00000099821.14	POLRMT	617221	633537	-
ENSG00000070388.12	FGF22	639879	644373	+
ENSG00000070423.18	RNF126	647526	663233	-
ENSG00000070404.10	FSTL3	676392	683392	+
ENSG00000185198.12	PRSS57	685546	695498	-
ENSG00000099864.18	PALM	708935	748329	+
ENSG00000099812.9	MISP	751112	764318	+
ENSG00000011304.22	PTBP1	797075	812327	+
ENSG00000129951.19	PLPPR3	812488	821955	-
ENSG00000172232.10	AZU1	825097	832018	+
ENSG00000196415.10	PRTN3	840999	848175	+
ENSG00000197561.7	ELANE	851014	856247	+
ENSG00000197766.9	CFD	859453	867884	+
ENSG00000175221.16	MED16	867630	893218	-
ENSG00000198858.10	R3HDM4	896503	913245	-
ENSG00000116014.10	KISS1R	917287	921005	+
ENSG00000116017.11	ARID3A	925781	975939	+
ENSG00000065268.11	WDR18	984332	998438	+
ENSG00000116032.5	GRIN3B	1000419	1009732	+
ENSG00000182087.14	TMEM259	1009648	1021179	-
ENSG00000064666.15	CNN2	1026586	1039068	+
ENSG00000064687.13	ABCA7	1039997	1065572	+
ENSG00000180448.11	ARHGAP45	1065923	1086628	+
ENSG00000099817.12	POLR2E	1086574	1095380	-
ENSG00000167468.20	GPX4	1103982	1106791	+
ENSG00000064932.16	SBNO2	1107637	1174268	-
