gene_id	gene_name	start	end	strand
ENSG00000268320.4	SCGB1C2	137569	139067	+
ENSG00000272636.5	DOC2B	142789	181650	-
ENSG00000181031.16	RPH3AL	212389	386254	-
ENSG00000187624.9	LIAT1	410325	431062	+
ENSG00000183688.4	RFLNB	439978	445939	-
ENSG00000141252.21	VPS53	508503	721717	-
ENSG00000167695.15	TLCD3A	732412	742968	+
ENSG00000179409.11	GEMIN4	744421	753999	-
ENSG00000167699.14	GLOD4	757097	782294	-
ENSG00000171861.11	MRM3	782353	792509	+
ENSG00000167693.17	NXN	799310	979776	-
ENSG00000177370.5	TIMM22	997129	1003671	+
ENSG00000159842.16	ABR	1003519	1229738	-
ENSG00000205899.4	BHLHA9	1270444	1271815	+
ENSG00000184811.4	TRARG1	1279662	1300978	+
ENSG00000108953.17	YWHAE	1344275	1400222	-
ENSG00000167193.8	CRK	1420689	1463162	-
ENSG00000197879.17	MYO1C	1464186	1492686	-
ENSG00000132376.20	INPP5K	1494577	1516742	-
ENSG00000174238.16	PITPNA	1517718	1562792	-
ENSG00000167703.15	SLC43A2	1569268	1628886	-
ENSG00000074660.17	SCARF1	1633858	1645744	-
ENSG00000167705.12	RILP	1646145	1649866	-
ENSG00000174231.18	PRPF8	1650629	1684867	-
ENSG00000185561.10	TLCD2	1702816	1710377	-
ENSG00000167716.19	WDR81	1716523	1738599	+
ENSG00000167711.14	SERPINF2	1742836	1755265	+
ENSG00000132386.11	SERPINF1	1762029	1777565	+
ENSG00000186532.12	SMYD4	1779485	1830634	-
ENSG00000132383.12	RPA1	1829702	1900082	+
ENSG00000185924.7	RTN4RL1	1934677	2025334	-
ENSG00000108963.19	DPH1	2030137	2043898	+
ENSG00000262664.3	OVCA2	2042022	2043425	+
ENSG00000177374.13	HIC1	2054154	2063241	+
ENSG00000070366.14	SMG6	2059839	2303785	-
ENSG00000167720.13	SRR	2303383	2325260	+
ENSG00000167721.11	TSR1	2322396	2336657	-
ENSG00000141258.13	SGSM2	2337498	2381058	+
ENSG00000070444.15	MNT	2384073	2401104	-
ENSG00000127804.13	METTL16	2405562	2511891	-
ENSG00000007168.15	PAFAH1B1	2593183	2685615	+
ENSG00000132361.18	CLUH	2689386	2712663	-
ENSG00000277200.2	CCDC92B	2720801	2749652	-
ENSG00000132359.17	RAP1GAP2	2755705	3037741	+
ENSG00000262628.1	OR1D5	3062669	3063607	-
ENSG00000184166.3	OR1D2	3088484	3104422	-
ENSG00000183024.4	OR1G1	3126610	3127551	-
ENSG00000262085.2	OR1P1	3153889	3154882	-
ENSG00000172150.4	OR1A2	3197519	3198448	+
ENSG00000172146.4	OR1A1	3207539	3218896	+
ENSG00000221882.5	OR3A2	3276177	3386317	-
ENSG00000180090.6	OR3A1	3291017	3298360	-
ENSG00000180042.5	OR1R1P	3385930	3386874	+
ENSG00000180016.2	OR1E1	3397104	3398410	-
ENSG00000159961.3	OR3A3	3411370	3424070	+
ENSG00000127780.3	OR1E2	3432870	3433841	-
ENSG00000141255.13	SPATA22	3440019	3513852	-
ENSG00000108381.11	ASPA	3472374	3503405	+
ENSG00000167723.15	TRPV3	3510502	3557812	-
ENSG00000196689.13	TRPV1	3565444	3609411	-
ENSG00000262304.2	ENSG00000262304	3585149	3636249	-
ENSG00000197417.9	SHPK	3608240	3636250	-
ENSG00000040531.16	CTNS	3636459	3663103	+
ENSG00000213977.8	TAX1BP3	3662895	3668679	-
ENSG00000257950.3	P2RX5-TAX1BP3	3663063	3696194	-
ENSG00000127774.7	EMC6	3668812	3669668	+
ENSG00000083454.23	P2RX5	3672199	3696240	-
ENSG00000083457.12	ITGAE	3714628	3801188	-
ENSG00000177602.5	HASPIN	3723903	3726699	+
ENSG00000074356.17	NCBP3	3802158	3846246	-
ENSG00000004660.15	CAMKK1	3860315	3894891	-
ENSG00000108405.4	P2RX1	3896592	3916476	-
ENSG00000074370.18	ATP2A3	3923870	3964464	-
ENSG00000074755.15	ZZEF1	4004445	4143030	-
ENSG00000167740.10	CYB5D2	4143168	4187310	+
ENSG00000185722.18	ANKFY1	4163821	4263995	-
ENSG00000132388.13	UBE2G1	4269259	4366675	-
ENSG00000182557.9	SPNS3	4433940	4488208	+
ENSG00000183018.9	SPNS2	4498881	4539035	+
ENSG00000132382.15	MYBBP1A	4538897	4555386	-
ENSG00000167741.11	GGT6	4556927	4560818	-
ENSG00000188176.12	SMTNL2	4583999	4608319	+
ENSG00000161905.13	ALOX15	4630919	4642294	-
ENSG00000141456.16	PELP1	4669774	4704337	-
ENSG00000141480.18	ARRB2	4710596	4721499	+
ENSG00000161920.11	MED11	4731428	4733608	+
ENSG00000161921.17	CXCL16	4733533	4739928	-
ENSG00000141497.14	ZMYND15	4739833	4746119	+
ENSG00000142484.7	TM4SF5	4771884	4783213	+
ENSG00000182853.12	VMO1	4785285	4786433	-
ENSG00000182327.8	GLTPD2	4788964	4790589	+
ENSG00000142507.10	PSMB6	4796144	4798502	+
ENSG00000262165.2	C17orf114	4801159	4807013	-
ENSG00000129219.14	PLD2	4807152	4823434	+
ENSG00000141503.17	MINK1	4833340	4898061	+
ENSG00000108556.10	CHRNE	4897771	4934438	-
ENSG00000205710.4	C17orf107	4899418	4902934	+
ENSG00000185245.9	GP1BA	4932277	4935023	+
ENSG00000108528.14	SLC25A11	4937130	4940053	-
ENSG00000108523.16	RNF167	4940008	4945222	+
ENSG00000108518.8	PFN1	4945652	4949061	-
ENSG00000108515.18	ENO3	4948092	4957131	+
ENSG00000091640.8	SPAG7	4959226	4967817	-
ENSG00000108509.21	CAMTA2	4967992	4987675	-
ENSG00000196388.9	INCA1	4988130	4997610	-
ENSG00000129250.12	KIF1C	4997950	5028401	+
ENSG00000132517.15	SLC52A1	5032600	5052009	-
ENSG00000180787.6	ZFP3	5078467	5096374	+
ENSG00000167840.14	ZNF232	5105269	5123162	-
ENSG00000129204.17	USP6	5116032	5175034	+
ENSG00000180626.10	ZNF594	5179535	5191868	-
ENSG00000161929.15	SCIMP	5208920	5234860	-
ENSG00000029725.17	RABEP1	5282265	5386340	+
ENSG00000108559.13	NUP88	5359668	5420164	-
ENSG00000129197.15	RPAIN	5419641	5432877	+
ENSG00000108561.8	C1QBP	5432777	5448830	-
ENSG00000005100.13	DHX33	5440917	5468982	-
ENSG00000072849.11	DERL2	5471254	5486811	-
ENSG00000167842.16	MIS12	5486285	5490814	+
ENSG00000091592.17	NLRP1	5499415	5619424	-
ENSG00000286190.2	ENSG00000286190	5499427	5501006	-
ENSG00000285471.1	ENSG00000285471	5772926	6080792	+
ENSG00000179314.17	WSCD1	6057807	6124427	+
ENSG00000129221.16	AIPL1	6393693	6435199	-
ENSG00000129195.16	PIMREG	6444441	6451469	+
ENSG00000091622.16	PITPNM3	6451263	6556555	-
ENSG00000198920.11	KIAA0753	6578147	6640711	-
ENSG00000282936.3	ENSG00000282936	6578147	6640711	-
ENSG00000129235.11	TXNDC17	6640985	6644541	+
ENSG00000108590.11	MED31	6643311	6651634	-
ENSG00000256806.6	C17orf100	6651762	6693202	+
ENSG00000141485.17	SLC13A5	6684719	6713377	-
ENSG00000132530.17	XAF1	6755447	6775647	+
ENSG00000177294.7	FBXO39	6776215	6797101	+
ENSG00000167858.13	TEKT1	6789133	6831761	-
ENSG00000108839.12	ALOX12	6996049	7010754	+
ENSG00000219200.12	RNASEK	7012417	7014532	+
ENSG00000161939.19	RNASEK-C17orf49	7012635	7017520	+
ENSG00000258315.5	C17orf49	7014495	7017525	+
ENSG00000161940.11	BCL6B	7023050	7030290	+
ENSG00000174327.7	SLC16A13	7036015	7040117	+
ENSG00000174326.15	SLC16A11	7041621	7044092	-
ENSG00000132514.14	CLEC10A	7074537	7080307	-
ENSG00000161944.17	ASGR2	7101322	7115700	-
ENSG00000141505.12	ASGR1	7173431	7179564	-
ENSG00000132535.23	DLG4	7187187	7219836	-
ENSG00000072778.20	ACADVL	7217125	7225266	+
ENSG00000004975.12	DVL2	7225342	7234517	-
ENSG00000040633.13	PHF23	7235029	7239722	-
ENSG00000170296.10	GABARAP	7240008	7242449	-
ENSG00000262526.2	ENSG00000262526	7240427	7244635	-
ENSG00000175826.12	CTDNEP1	7243591	7252491	-
ENSG00000262302.1	ENSG00000262302	7246829	7262089	-
ENSG00000170291.16	ELP5	7251416	7259940	+
ENSG00000181885.18	CLDN7	7259903	7263983	-
ENSG00000181856.15	SLC2A4	7281718	7288257	+
ENSG00000006047.13	YBX2	7288263	7294639	-
ENSG00000132507.18	EIF5A	7306999	7312463	+
ENSG00000132522.16	GPS2	7311324	7315564	-
ENSG00000261915.6	ENSG00000261915	7312661	7319174	-
ENSG00000215041.10	NEURL4	7315628	7329393	-
ENSG00000072818.12	ACAP1	7336529	7351477	+
ENSG00000213859.8	KCTD11	7351889	7354944	+
ENSG00000182896.13	TMEM95	7355123	7357219	+
ENSG00000174292.13	TNK1	7380534	7389774	+
ENSG00000187838.17	PLSCR3	7389727	7394842	-
ENSG00000262481.5	TMEM256-PLSCR3	7389734	7404097	-
ENSG00000205544.4	TMEM256	7402975	7404097	-
ENSG00000169992.10	NLGN2	7404874	7419860	+
ENSG00000181323.8	SPEM1	7420324	7421632	+
ENSG00000184560.8	SPEM2	7425616	7427568	+
