gene_id	gene_name	start	end	strand
ENSG00000161980.6	POLR3K	46407	53608	-
ENSG00000161981.11	SNRNP25	53828	57669	+
ENSG00000007384.15	RHBDF1	58059	76355	-
ENSG00000103152.12	MPG	77007	85851	+
ENSG00000103148.17	NPRL3	84271	138677	-
ENSG00000130656.6	HBZ	142728	154503	+
ENSG00000206177.7	HBM	153892	166764	+
ENSG00000188536.13	HBA2	172876	173710	+
ENSG00000206172.8	HBA1	176680	177522	+
ENSG00000086506.3	HBQ1	180459	181179	+
ENSG00000007392.17	LUC7L	188969	229463	-
ENSG00000167930.17	FAM234A	234521	272183	+
ENSG00000076344.16	RGS11	268301	275980	-
ENSG00000242173.10	ARHGDIG	280450	283010	+
ENSG00000185615.16	PDIA2	283164	287215	+
ENSG00000103126.15	AXIN1	287440	352723	-
ENSG00000086504.18	MRPL28	366969	371289	-
ENSG00000129925.11	PGAP6	370788	387113	-
ENSG00000103202.13	NME4	396725	410367	+
ENSG00000242612.7	DECR2	401858	412487	+
ENSG00000090565.17	RAB11FIP3	425649	523011	+
ENSG00000103326.12	CAPN15	527712	554636	+
ENSG00000161992.6	PRR35	560394	565529	+
ENSG00000007541.17	PIGQ	566995	584109	+
ENSG00000257108.2	NHLRC4	567005	569495	+
ENSG00000197562.10	RAB40C	589357	629272	+
ENSG00000127578.7	WFIKKN1	629239	634117	+
ENSG00000130731.16	METTL26	634427	636366	-
ENSG00000172366.20	MCRIP2	636817	648474	+
ENSG00000161996.19	WDR90	649311	667833	+
ENSG00000140983.15	RHOT2	668100	674174	+
ENSG00000103269.14	RHBDL1	675671	678268	+
ENSG00000103266.11	STUB1	680224	682870	+
ENSG00000161999.13	JMJD8	681670	684528	-
ENSG00000127580.17	WDR24	684622	690444	-
ENSG00000127585.13	FBXL16	692498	705801	-
ENSG00000103260.9	METRN	715118	719655	+
ENSG00000103254.10	ANTKMT	720581	722590	+
ENSG00000162004.19	CCDC78	722582	726954	-
ENSG00000103253.19	HAGHL	726936	735525	+
ENSG00000103245.14	CIAO3	729760	741329	-
ENSG00000102854.16	MSLN	760734	768865	+
ENSG00000162006.10	MSLNL	769428	782054	-
ENSG00000007376.8	RPUSD1	784974	788397	-
ENSG00000127586.17	CHTF18	788046	800737	+
ENSG00000127588.5	GNG13	798041	800734	-
ENSG00000103227.19	LMF1	853634	981318	-
ENSG00000005513.11	SOX8	981444	986979	+
ENSG00000162009.10	SSTR5	1063867	1081454	+
ENSG00000184471.10	C1QTNF8	1088226	1096711	-
ENSG00000196557.14	CACNA1H	1153103	1224169	+
ENSG00000116176.8	TPSG1	1221651	1225793	-
ENSG00000197253.14	TPSB2	1227272	1232757	-
ENSG00000172236.19	TPSAB1	1239266	1242554	+
ENSG00000095917.15	TPSD1	1256059	1259008	+
ENSG00000103275.22	UBE2I	1291444	1327018	+
ENSG00000007516.15	BAIAP3	1333638	1349439	+
ENSG00000007520.4	TSR3	1349240	1351878	-
ENSG00000090581.11	GNPTG	1351931	1365737	+
ENSG00000059145.19	UNKL	1363205	1414751	-
ENSG00000174109.5	UQCC4	1419752	1420756	-
ENSG00000284395.2	PERCC1	1431078	1434441	+
ENSG00000197599.13	CCDC154	1434383	1444556	-
ENSG00000103249.19	CLCN7	1444934	1475077	-
ENSG00000251692.8	PTX4	1485886	1488981	-
ENSG00000100726.15	TELO2	1493344	1510457	+
ENSG00000187535.14	IFT140	1510427	1612072	-
ENSG00000131634.14	TMEM204	1528688	1555580	+
ENSG00000007545.16	CRAMP1	1612337	1677908	+
ENSG00000261732.1	ENSG00000261732	1632259	1686715	+
ENSG00000206053.13	JPT2	1678256	1702280	+
ENSG00000138834.15	MAPK8IP3	1706166	1770351	+
ENSG00000103024.8	NME3	1770320	1771561	-
