gene_name,gstart,gend,midpoint,n_seg,max_h12_500kb,max_h2h1_500kb,n_windows
PLEKHG4B,92168,189972,141070,4602,0.07627310022959087,0.9562937062937062,85
LRRC14B,191495,196334,193914,5093,0.07627310022959087,0.9562937062937062,94
CCDC127,196868,218153,207510,5272,0.07627310022959087,0.9595959595959596,98
ENSG00000286001,218298,314955,266626,5814,0.07627310022959087,0.9761904761904762,109
SDHA,218303,257082,237692,5563,0.07627310022959087,0.9609756097560975,104
PDCD6,271621,314974,293297,6116,0.07627310022959087,0.9761904761904762,115
PDCD6-AHRR,271670,438291,354980,6914,0.07627310022959087,0.9883040935672514,131
AHRR,321714,438291,380002,7099,0.07627310022959087,0.9883040935672514,134
EXOC3,443175,471937,457556,7496,0.07627310022959087,0.9883040935672514,142
SLC9A3,470456,524449,497452,7700,0.07627310022959087,0.9883040935672514,147
CEP72,612340,667168,639754,8467,0.06757875719823855,0.9883040935672514,162
TPPP,659862,693352,676607,8457,0.07422183747976965,0.9883720930232557,162
ZDHHC11B,710355,784729,747542,8330,0.03125823327938575,0.9883040935672514,159
ZDHHC11,795605,858973,827289,8230,0.031107681884903458,0.9883720930232557,157
BRD9,850291,892801,871546,8313,0.03193571455455606,0.9883040935672514,159
TRIP13,892884,919357,906120,8397,0.031389965749557755,0.9883040935672514,160
NKD2,1008802,1038943,1023872,8217,0.028981143437841087,0.9883720930232557,157
SLC12A7,1050384,1112063,1081223,8215,0.03208626594903835,0.9883720930232557,157
SLC6A19,1201595,1225111,1213353,8267,0.03172870638714291,0.9883040935672514,158
SLC6A18,1225381,1246189,1235785,8217,0.03167224961421205,0.9883040935672514,157
TERT,1253147,1295068,1274107,8162,0.030994768339041738,0.9883720930232557,156
CLPTM1L,1317752,1345099,1331425,7896,0.031164138657834316,0.9747191011235954,150
SLC6A3,1392794,1445440,1419117,7831,0.025367909970266098,0.9731543624161073,149
LPCAT1,1456480,1523962,1490221,8073,0.026704053596296434,0.9745222929936307,154
MRPL36,1798385,1801366,1799875,7565,0.03820241634988144,0.9743589743589742,144
NDUFS6,1801407,1816048,1808727,7566,0.03767548646919343,0.9743589743589742,144
IRX4,1877413,1887236,1882324,7831,0.044563212766758245,0.9743589743589742,149
IRX2,2745845,2751677,2748761,8357,0.08558846776318269,0.9722222222222223,160
IRX1,3595832,3601403,3598617,6982,0.06797395460875456,0.9753846153846154,132
ADAMTS16,5140330,5320304,5230317,6526,0.04303887989762506,0.9724137931034482,123
ICE1,5420664,5490220,5455442,6761,0.032010990251797204,0.9726962457337883,128
MED10,6371874,6378571,6375222,6156,0.06874553050547631,0.9724137931034486,116
UBE2QL1,6448859,6496723,6472791,6112,0.07010049305581693,0.9726962457337884,115
NSUN2,6599239,6633291,6616265,5902,0.03822123527419173,0.9725085910652922,111
SRD5A1,6633290,6676539,6654914,5850,0.03929391395987806,0.9726962457337884,110
TENT4A,6713432,6757044,6735238,5923,0.0353419398547179,0.9725085910652922,111
ADCY2,7396138,7830081,7613109,5937,0.07576498927321314,0.9822834645669292,111
CFAP90,7830378,7851151,7840764,5789,0.07279159923218788,0.9822834645669292,108
MTRR,7851186,7906025,7878605,5794,0.0726222289133953,0.9823529411764708,108
FASTKD3,7859159,7869037,7864098,5774,0.07732695999096692,0.9817073170731707,108
SEMA5A,9035033,9546075,9290554,5983,0.05545936994241409,0.9722222222222221,112
TAS2R1,9627347,9712378,9669862,6067,0.02834130001129135,0.9721254355400696,114
ATPSCKMT,10225507,10249897,10237702,5972,0.027588543038879892,0.9721254355400696,112
CCT5,10249929,10266389,10258159,5989,0.029526892242839393,0.9721254355400696,112
CMBL,10275875,10307902,10291888,5996,0.029282246226805673,0.9721254355400696,112
MARCHF6,10353695,10440388,10397041,5988,0.02930106515111596,0.972027972027972,112
ROPN1L,10441524,10472029,10456776,6036,0.02930106515111596,0.9719298245614034,113
ANKRD33B,10564070,10657816,10610943,5899,0.020493808573901918,0.9712230215827338,110
DAP,10679230,10761234,10720232,5919,0.021848771124242543,0.9726027397260273,111
CTNND2,10971836,11904446,11438141,5726,0.018875381083217284,0.9750000000000002,107
DNAH5,13690328,14011818,13851073,5831,0.0364522563890248,0.9714285714285715,109
TRIO,14143342,14532128,14337735,5172,0.019609319131318453,0.9716312056737588,96
OTULINL,14581792,14616180,14598986,4727,0.013700176897888517,0.972508591065292,87
OTULIN,14664664,14699850,14682257,4756,0.01548797470736573,0.9726962457337884,88
ANKH,14704800,14871778,14788289,4810,0.021340660167864806,0.9728813559322033,89
FBXL7,15500180,15939795,15719987,4390,0.037863675712296284,0.9616564417177913,80
MARCHF11,16067139,16180762,16123950,4501,0.03050547630697429,0.9726962457337884,83
ZNF622,16451519,16465800,16458659,5298,0.032330911965072075,0.9728813559322035,98
RETREG1,16473038,16617101,16545069,5696,0.03140878467386804,0.9720279720279721,106
MYO10,16661907,16936288,16799097,6562,0.012571041439271333,0.972318339100346,124
BASP1,17065598,17276843,17171220,6221,0.014189468929955967,0.972318339100346,117
LINC02218,17444010,17487371,17465690,5783,0.014829312356505706,0.9716312056737589,108
H3Y2,17490967,17492076,17491521,5624,0.01475403665926456,0.9716312056737589,105
TAF11L2,17498231,17498827,17498529,5585,0.014189468929955967,0.9718309859154929,104
TAF11L3,17518367,17518963,17518665,5514,0.014264744627197113,0.9701492537313433,103
TAF11L4,17521801,17522397,17522099,5521,0.01296623884978735,0.9718309859154929,103
TAF11L5,17525235,17525831,17525533,5499,0.012928601001166776,0.971631205673759,102
TAF11L6,17528669,17529265,17528967,5512,0.01631600737701833,0.971326164874552,103
TAF11L7,17585162,17585758,17585460,5410,0.012947419925477061,0.9717314487632508,101
TAF11L8,17590364,17590960,17590662,5401,0.012890963152546203,0.9701492537313433,101
TAF11L9,17593798,17594394,17594096,5396,0.01285332530392563,0.9729729729729729,100
TAF11L10,17597232,17597828,17597530,5395,0.012890963152546203,0.9699248120300751,100
TAF11L11,17604177,17605910,17605043,5379,0.013022695622718208,0.9699248120300751,100
TAF11L12,17610392,17612111,17611251,5348,0.015864353193571455,0.9699248120300751,99
TAF11L13,17632088,17632684,17632386,5300,0.01285332530392563,0.9701492537313433,99
TAF11L14,17634460,17635053,17634756,5300,0.01531860438857315,0.9715302491103202,99
H3Y1,17654868,17655849,17655358,5242,0.01285332530392563,0.9701492537313433,97
CDH18,19471296,20575873,20023584,4896,0.02135947909217509,0.9713261648745519,90
CDH12,21750673,22853344,22302008,5143,0.020625541044073922,0.9711191335740075,95
PRDM9,23443586,23528093,23485839,6148,0.13741578531371149,0.9606918238993711,115
CDH10,24487100,24644978,24566039,5595,0.05660732432534156,0.9727891156462584,104
CDH9,26880597,27121150,27000873,5459,0.05485716436448493,0.9570446735395188,102
CDH6,31193686,31329146,31261416,6293,0.021133652000451655,0.9842105263157895,118
DROSHA,31400494,31532196,31466345,6536,0.016711204787534344,0.9712230215827339,123
C5orf22,31532287,31555053,31543670,6689,0.01667356693891377,0.9712230215827339,126
PDZD2,31639131,32110932,31875031,6432,0.015563250404606873,0.9714285714285713,121
GOLPH3,32124716,32174319,32149517,6450,0.01435883924874854,0.9712230215827339,122
MTMR12,32226994,32312987,32269990,5978,0.013267341638751928,0.9728813559322035,112
ZFR,32354350,32444740,32399545,5584,0.014208287854266251,0.9733333333333333,104
SUB1,32531633,32604079,32567856,5160,0.021303022319244233,0.9733333333333333,96
NPR3,32689070,32791724,32740397,5288,0.021773495427001393,0.9730639730639732,98
TARS1,33440696,33468091,33454393,5510,0.0192705784937333,0.973063973063973,103
ADAMTS12,33523535,33892019,33707777,5118,0.017181677895291507,0.9728813559322033,95
RXFP3,33936386,33938918,33937652,5438,0.028416575708532496,0.9729729729729729,101
SLC45A2,33944623,33984693,33964658,5473,0.027701456584741612,0.973421926910299,102
AMACR,33986165,34008104,33997134,5616,0.028190748616809064,0.973421926910299,105
C1QTNF3-AMACR,33987174,34124528,34055851,5847,0.02875531634611765,0.9723183391003459,109
ENSG00000289791,33997007,34008084,34002545,5630,0.02875531634611765,0.973063973063973,105
C1QTNF3,34017858,34043213,34030535,5732,0.028924686664910233,0.9729729729729729,107
RAI14,34656328,34832612,34744470,6538,0.0379954081824683,0.9610591900311528,123
TTC23L,34838833,34900511,34869672,6451,0.0379954081824683,0.9610591900311528,122
RAD1,34905260,34918989,34912124,6422,0.03865407053332832,0.9742765273311896,121
BRIX1,34915677,34925996,34920836,6387,0.0379954081824683,0.9610591900311528,120
DNAJC21,34929559,34958964,34944261,6203,0.06797395460875456,0.9606918238993711,117
AGXT2,34998101,35048135,35023118,5965,0.062140088072565776,0.960691823899371,112
PRLR,35048756,35230487,35139621,5612,0.060502841657570854,0.9592833876221498,105
SPEF2,35617844,35814611,35716227,5386,0.022356882080620276,0.9642857142857142,100
IL7R,35852695,35879603,35866149,5464,0.031013587263352033,0.9502762430939227,102
CAPSL,35904288,35938779,35921533,5529,0.03594414543264708,0.9642857142857142,103
UGT3A1,35951006,36001028,35976017,5652,0.03592532650833678,0.9522546419098143,106
UGT3A2,36035021,36071358,36053189,5731,0.031992171327486926,0.9606918238993711,107
LMBRD2,36098407,36151887,36125147,5776,0.03201099025179721,0.958745874587459,108
SKP2,36151989,36196849,36174419,5780,0.036075877902819076,0.9516129032258065,108
NADK2,36192589,36242279,36217434,5689,0.031992171327486926,0.9606918238993711,106
RANBP3L,36246913,36302114,36274513,5621,0.03470209642816817,0.9712230215827339,105
SLC1A3,36596588,36688334,36642461,4780,0.03513493168730476,0.9726027397260275,88
NIPBL,36876769,37066413,36971591,4227,0.016598291241672627,0.9711191335740073,77
CPLANE1,37106228,37249376,37177802,4052,0.014038917535473674,0.9592833876221498,74
NUP155,37288137,37371106,37329621,4077,0.013097971319959354,0.9454545454545453,74
WDR70,37379285,37753435,37566360,4934,0.031691068538522334,0.9551971326164875,91
GDNF,37812677,37840041,37826359,5329,0.033968158380067,0.957482993197279,99
EGFLAM,38258409,38465480,38361944,6049,0.03432571794196244,0.9656593406593406,113
LIFR,38474668,38608354,38541511,5722,0.023467198614927173,0.9647887323943661,107
OSMR,38845858,38945596,38895727,5618,0.0219052278971734,0.9652777777777777,105
RICTOR,38937920,39074402,39006161,5786,0.024408144830441493,0.9651810584958218,108
FYB1,39105252,39274528,39189890,6077,0.02305318228010087,0.9611801242236024,114
C9,39284140,39371324,39327732,5850,0.033177763559034956,0.9527559055118111,110
DAB2,39371675,39462300,39416987,5898,0.033177763559034956,0.9437499999999999,110
TTC33,40512333,40755963,40634148,6223,0.02822838646542964,0.9610591900311527,117
PTGER4,40679915,40693735,40686825,6063,0.02802137829801649,0.9601910828025477,114
PRKAA1,40759389,40798374,40778881,6006,0.028171929692498782,0.9340206185567009,113
RPL37,40825262,40835222,40830242,5923,0.02813429184387821,0.9467455621301774,111
CARD6,40841308,40860175,40850741,5895,0.030881854793180025,0.9360313315926893,110
