gene_name,gstart,gend,midpoint,n_seg,max_h12_500kb,max_h2h1_500kb,n_windows
DEFB125,87250,97094,92172,3571,0.019138846023561293,0.9700374531835205,64
DEFB126,142590,145751,144170,3867,0.019138846023561293,0.9714285714285715,70
DEFB127,157454,159163,158308,3952,0.019138846023561293,0.9714285714285715,72
DEFB128,187853,189711,188782,4143,0.019138846023561293,0.9714285714285715,75
DEFB129,227258,229886,228572,4436,0.019138846023561293,0.9716312056737589,81
DEFB132,257724,261096,259410,4747,0.019138846023561293,0.9716312056737589,87
C20orf96,270863,290778,280820,4939,0.019138846023561293,0.9716312056737589,91
ZCCHC3,297570,300321,298945,5108,0.019138846023561293,0.9716312056737589,95
SOX12,325552,330224,327888,5428,0.019138846023561293,0.9716312056737589,101
NRSN2,346782,359660,353221,5644,0.019138846023561293,0.9716312056737589,105
TRIB3,362835,397559,380197,5898,0.019138846023561293,0.9716312056737589,110
RBCK1,407498,432139,419818,6217,0.019797508374421322,0.9716312056737589,117
TBC1D20,423596,462566,443081,6370,0.019797508374421322,0.9716312056737589,120
CSNK2A1,472498,543835,508166,6848,0.019797508374421322,0.9716312056737589,129
TCF15,604257,610309,607283,7044,0.02331664722044488,0.9713261648745519,133
SRXN1,646615,653200,649907,7011,0.022225149610448268,0.972318339100346,133
ENSG00000270299,646626,675800,661213,6960,0.021867590048552828,0.9716312056737589,132
SCRT2,661596,675802,668699,6925,0.021886408972863113,0.9716312056737589,131
SLC52A3,760080,776015,768047,6534,0.021867590048552828,0.9717314487632508,123
FAM110A,833715,857463,845589,6315,0.021942865745793974,0.9716312056737589,119
ANGPT4,869900,916334,893117,6148,0.020719635665625354,0.972318339100346,115
RSPO4,958452,1002311,980381,6038,0.020719635665625354,0.972318339100346,113
PSMF1,1113240,1189415,1151327,5765,0.021999322518724832,0.9711191335740073,108
TMEM74B,1180561,1185415,1182988,5749,0.017445142835635516,0.9712230215827338,107
C20orf202,1203454,1209076,1206265,5744,0.02316609582596259,0.9709090909090912,107
RAD21L1,1226044,1296421,1261232,5523,0.03283902292144981,0.9709090909090912,103
SNPH,1266280,1309328,1287804,5398,0.03283902292144981,0.9709090909090912,100
SDCBP2,1309909,1329139,1319524,5193,0.03283902292144981,0.9709090909090912,96
ENSG00000274322,1317571,1393096,1355333,5014,0.03091949264180059,0.9711191335740073,93
FKBP1A,1368977,1393164,1381070,4893,0.03283902292144981,0.9709090909090912,90
NSFL1C,1442162,1473842,1458002,4742,0.029075238059392522,0.9709090909090912,87
SIRPB2,1470741,1491587,1481164,4721,0.028059016146637066,0.9711191335740073,87
SIRPD,1534251,1557705,1545978,4628,0.028190748616809067,0.9708029197080292,85
ENSG00000260861,1540144,1620009,1580076,4751,0.02933870299973653,0.9713261648745519,88
SIRPB1,1561385,1620061,1590723,4761,0.03321540140765553,0.9709090909090912,88
SIRPG,1629152,1657779,1643465,4715,0.03283902292144981,0.9701492537313433,87
SIRPA,1894167,1940592,1917379,5108,0.03321540140765553,0.9698113207547169,95
PDYN,1978757,1994285,1986521,5151,0.03091949264180059,0.9615384615384615,96
STK35,2101827,2177038,2139432,5575,0.03283902292144981,0.973421926910299,104
ENSG00000286022,2207328,2341059,2274193,5813,0.021566487259588246,0.973063973063973,109
TGM3,2296001,2341079,2318540,5890,0.02143475478941624,0.973063973063973,110
TGM6,2380901,2432753,2406827,6090,0.02143475478941624,0.9733333333333334,114
SNRPB,2461634,2470853,2466243,5988,0.017877978094772103,0.9732441471571907,112
ENSG00000256566,2467212,2508907,2488059,6019,0.021303022319244237,0.973421926910299,113
ZNF343,2481817,2524702,2503259,6029,0.02166058188113968,0.9724137931034482,113
TMC2,2536573,2643580,2590076,6122,0.021303022319244237,0.973421926910299,115
NOP56,2652593,2658393,2655493,6242,0.021622944032519107,0.9727891156462584,117
IDH3B,2658395,2664219,2661307,6234,0.021528849410967672,0.972318339100346,117
EBF4,2692780,2760108,2726444,6276,0.017934434867702964,0.9731543624161074,118
CPXM1,2794074,2800627,2797350,6380,0.025029169332680942,0.9727891156462584,120
ENSG00000241690,2814968,2818066,2816517,6408,0.03154051714404005,0.973063973063973,121
C20orf141,2814987,2815833,2815410,6405,0.0306372087771463,0.9731543624161074,121
TMEM239,2816302,2820284,2818293,6417,0.030693665550077152,0.973421926910299,121
PCED1A,2835314,2841190,2838252,6484,0.030693665550077152,0.973421926910299,122
VPS16,2840703,2866732,2853717,6539,0.033497685272309834,0.9727891156462584,123
PTPRA,2873420,3039076,2956248,6494,0.03154051714404005,0.973063973063973,122
GNRH2,3043622,3045747,3044684,6382,0.03272610937558809,0.9699248120300751,120
MRPS26,3046052,3048250,3047151,6369,0.03154051714404005,0.9704797047970478,120
OXT,3071620,3072517,3072068,6259,0.03344122849937898,0.970260223048327,118
AVP,3082556,3084724,3083640,6176,0.032519101208174944,0.9700374531835205,116
UBOX5,3107573,3160196,3133884,6041,0.032519101208174944,0.9700374531835205,113
FASTKD5,3146519,3159865,3153192,5859,0.0306372087771463,0.9704797047970478,110
LZTS3,3162617,3173549,3168083,5880,0.032519101208174944,0.9699248120300751,110
DDRGK1,3190350,3204685,3197517,5862,0.0306372087771463,0.9722222222222221,110
ITPA,3208868,3223870,3216369,5874,0.030637208777146294,0.971830985915493,110
SLC4A11,3227417,3239559,3233488,5885,0.034946742444201886,0.9722222222222221,110
DNAAF9,3249306,3407669,3328487,5783,0.030637208777146294,0.9720279720279721,108
ATRN,3471018,3651118,3561068,5784,0.033497685272309834,0.9744408945686902,108
GFRA4,3659248,3663399,3661323,6269,0.030637208777146294,0.9746031746031745,118
ADAM33,3667965,3682246,3675105,6296,0.03272610937558809,0.972027972027972,118
SIGLEC1,3686970,3712600,3699785,6289,0.03154051714404005,0.9744408945686902,118
HSPA12B,3732685,3753111,3742898,6258,0.0306372087771463,0.9744408945686902,118
ADISSP,3753508,3767781,3760644,6280,0.02064435996838421,0.972027972027972,118
SPEF1,3777504,3781448,3779476,6286,0.02487861793819865,0.9748427672955975,118
CENPB,3783851,3786740,3785295,6281,0.023184914750272876,0.9719298245614035,118
CDC25B,3786772,3806121,3796446,6280,0.02218751176182769,0.972027972027972,118
AP5S1,3820524,3828838,3824681,6294,0.02218751176182769,0.972027972027972,118
MAVS,3846799,3876123,3861461,6222,0.01723813466822236,0.972027972027972,117
PANK2,3888839,3929887,3909363,6199,0.025160901802852957,0.9744408945686902,116
RNF24,3927309,4015558,3971433,6162,0.016485377695810908,0.972027972027972,116
SMOX,4120980,4187747,4154363,6698,0.021679400805449965,0.9720279720279721,126
ADRA1D,4220630,4249287,4234958,6623,0.023034363355790583,0.9702602230483274,125
PRNP,4686350,4701590,4693970,6367,0.035172569535925326,0.9720279720279721,120
