gene_name,gstart,gend,midpoint,n_seg,max_h12_500kb,max_h2h1_500kb,n_windows
WASHC1,14475,73865,44170,3472,0.018614868770956177,0.9946236559139786,62
FOXD4,116231,118417,117324,3972,0.018614868770956177,0.9946236559139786,72
ZNG1A,120837,179147,149992,4235,0.02156318649554862,0.9946236559139786,77
DOCK8,214854,465259,340056,5946,0.060006937218175516,0.9946236559139786,111
KANK1,470291,746105,608198,7524,0.06804254827147647,0.9805825242718448,143
DMRT1,841690,969090,905390,7124,0.06532547115273443,0.9805825242718448,135
DMRT3,976655,991732,984193,7038,0.06532547115273443,0.9805825242718448,133
DMRT2,1049858,1057552,1053705,7267,0.0712221066019193,0.9807692307692307,138
SMARCA2,1980290,2193624,2086957,6743,0.03381893860561915,0.980952380952381,127
VLDLR,2621182,2660056,2640619,6432,0.02792230315643427,0.9800000000000001,121
KCNV2,2717510,2730037,2723773,6328,0.04249046132500868,0.9800000000000001,119
PUM3,2720469,2844095,2782282,6033,0.042952942536709456,0.9800000000000001,113
RFX3,3218297,3526004,3372150,5040,0.04243265117354608,0.965909090909091,93
GLIS3,3824127,4348392,4086259,5933,0.03416579951439473,0.9797979797979798,111
SLC1A1,4490468,4587469,4538968,6985,0.03503295178633368,0.9795918367346939,132
SPATA6L,4553386,4666674,4610030,6831,0.0327783558792924,0.9795918367346939,129
PLPP6,4662294,4665258,4663776,6656,0.03815469996531391,0.9797979797979798,126
CDC37L1,4679559,4708399,4693979,6520,0.03347207769684357,0.9797979797979798,123
AK3,4709556,4742043,4725799,6420,0.03150653254711528,0.9797979797979798,121
RCL1,4792944,4885917,4839430,6027,0.027055150884495317,0.9797979797979798,113
JAK2,4984390,5129948,5057169,5939,0.033356457393918376,0.9634146341463415,111
INSL6,5123880,5185647,5154763,5513,0.030061278760550352,0.9634146341463415,103
INSL4,5231419,5235304,5233361,5216,0.027170771187420513,0.9634146341463415,97
RLN2,5299864,5304716,5302290,4920,0.03150653254711528,0.9640000000000001,91
RLN1,5334930,5339876,5337403,4851,0.03150653254711528,0.9640000000000001,90
PLGRKT,5357971,5437925,5397948,4779,0.030061278760550352,0.9640000000000001,88
CD274,5450503,5470566,5460534,4607,0.03347207769684357,0.9656488549618322,85
PDCD1LG2,5510531,5571282,5540906,4611,0.022083477858711995,0.9651162790697674,85
RIC1,5629025,5776557,5702791,4728,0.023991212856977688,0.9656488549618322,87
ERMP1,5749832,5879537,5814684,4631,0.024395883917215866,0.9640000000000001,85
BRD10,5881596,6008482,5945039,4281,0.024164643311365475,0.9605263157894738,78
MLANA,5890889,5910606,5900747,4379,0.023991212856977688,0.9656488549618322,80
RANBP6,6011025,6015625,6013325,4177,0.02318187073650133,0.9659090909090909,76
IL33,6215786,6257983,6236884,4734,0.024106833159902877,0.980952380952381,87
TPD52L3,6328375,6331891,6330133,4903,0.022950630130650945,0.9811320754716981,91
UHRF2,6413151,6507054,6460102,5197,0.024106833159902877,0.980952380952381,96
GLDC,6532467,6645729,6589098,5577,0.01427910741126142,0.980952380952381,104
KDM4C,6720863,7175648,6948255,6823,0.029078506185686206,0.9811320754716981,129
DMAC1,7796500,7888380,7842440,6843,0.09469302809573363,0.9801980198019802,129
PTPRD,8314246,10613002,9463624,6015,0.04549658920106371,0.9803921568627451,113
TYRP1,12685439,12710285,12697862,5468,0.02711296103595792,0.9801980198019802,102
LURAP1L,12775020,12823060,12799040,5100,0.028731645276910626,0.9801980198019802,95
MPDZ,13105706,13279692,13192699,4787,0.019886692103133312,0.9803921568627451,88
NFIB,14081843,14398983,14240413,5651,0.03300959648514279,0.9946236559139786,106
ZDHHC21,14611071,14693432,14652251,5718,0.023124060585038735,0.9946236559139786,107
CER1,14719724,14722733,14721228,5588,0.02156318649554862,0.9946236559139786,104
FREM1,14737152,14910995,14824073,5769,0.03439704012024511,0.9795918367346939,108
TTC39B,15163622,15307360,15235491,5674,0.0326627355763672,0.9801980198019802,106
SNAPC3,15422734,15465953,15444343,5537,0.032142444213203836,0.9800000000000001,103
PSIP1,15464066,15510995,15487530,5563,0.03439704012024511,0.9801980198019802,104
CCDC171,15553043,16061663,15807353,5500,0.030119088912012953,0.9645669291338583,103
BNC2,16409503,16870843,16640173,6129,0.029887848306162566,0.9805825242718448,115
CNTLN,17134982,17503923,17319452,6442,0.03225806451612903,0.9621848739495799,121
SH3GL2,17579066,17797124,17688095,5668,0.03179558330442826,0.9436619718309859,106
ADAMTSL1,17906563,18910950,18408756,5530,0.03775002890507573,0.9598214285714287,103
SAXO1,18858906,19049358,18954132,5963,0.04040929587235519,0.9797979797979798,112
RRAGA,19049427,19051025,19050226,5989,0.040004624812117015,0.9625000000000001,112
HAUS6,19053141,19102904,19078022,5936,0.0385593710255521,0.9621848739495799,111
PLIN2,19108375,19149290,19128832,5798,0.04306856283963464,0.9803921568627451,108
DENND4C,19230435,19374281,19302358,5620,0.03948433344895364,0.9801980198019802,105
RPS6,19375715,19380236,19377975,5520,0.040987397386981164,0.9803921568627451,103
ACER2,19409009,19452505,19430757,5519,0.040987397386981164,0.9803921568627451,103
SLC24A2,19507452,19789037,19648244,5537,0.02214128801017459,0.9803921568627451,103
MLLT3,20341669,20622499,20482084,5310,0.026130188461093766,0.9628099173553719,99
FOCAD,20658309,20995955,20827132,4996,0.026014568158168574,0.9648437500000001,92
HACD4,20999509,21031640,21015574,5135,0.025089605734767022,0.9637096774193551,95
IFNB1,21077104,21077942,21077523,5088,0.026014568158168574,0.964,94
IFNW1,21140632,21141832,21141232,5090,0.026014568158168574,0.9648437500000001,94
IFNA21,21165637,21166660,21166148,5106,0.026014568158168574,0.9645669291338583,95
IFNA4,21186618,21187587,21187102,5164,0.026072378309631168,0.9651162790697674,96
IFNA7,21201469,21202205,21201837,5205,0.025089605734767022,0.9645669291338583,97
IFNA10,21206181,21207143,21206662,5223,0.026130188461093766,0.9648437500000001,97
IFNA16,21216373,21217311,21216842,5229,0.026130188461093766,0.9648437500000001,97
IFNA17,21227243,21228222,21227732,5267,0.026130188461093766,0.9648437500000001,98
IFNA14,21239002,21240005,21239503,5312,0.026014568158168574,0.964,99
IFNA5,21304326,21305313,21304819,5369,0.026997340733032726,0.964,100
KLHL9,21329665,21335404,21332534,5375,0.031159671638339694,0.9645669291338583,100
IFNA6,21350253,21350956,21350604,5388,0.03225806451612903,0.9648437500000001,100
IFNA13,21367372,21368057,21367714,5414,0.03306740663660539,0.9645669291338583,101
IFNA2,21384255,21385398,21384826,5409,0.03751878829922534,0.964,101
IFNA8,21409117,21410185,21409651,5390,0.03630477511851081,0.9651162790697674,100
IFNA1,21440439,21441316,21440877,5371,0.0329517863336802,0.9645669291338583,100
IFNE,21480839,21482313,21481576,5373,0.036189154815585614,0.9651162790697674,100
MTAP,21802636,21937651,21870143,5037,0.033414267545380974,0.9634146341463415,93
CDKN2A,21967752,21995301,21981526,5178,0.03306740663660539,0.9645669291338583,96
CDKN2B,22002903,22009305,22006104,5120,0.033009596485142796,0.963709677419355,95
DMRTA1,22446824,22455740,22451282,4945,0.019771071800208116,0.9640000000000001,91
ELAVL2,23690104,23826337,23758220,4829,0.018788299225343974,0.9800000000000001,89
IZUMO3,24542952,24545946,24544449,4241,0.017863336801942426,0.9598214285714287,77
TUSC1,25676969,25678444,25677706,5439,0.02572551740085559,0.9801980198019802,101
CAAP1,26840685,26892803,26866744,5312,0.04497629783790034,0.9803921568627451,99
PLAA,26903372,26947242,26925307,5370,0.026072378309631168,0.9803921568627451,100
IFT74,26947039,27066134,27006586,5339,0.030812810729564107,0.9803921568627451,99
LRRC19,26993136,27005672,26999404,5353,0.030812810729564107,0.9803921568627451,100
TEK,27109141,27230174,27169657,5391,0.01994450225459591,0.9811320754716981,100
EQTN,27284654,27297150,27290902,5371,0.017805526650479832,0.9803921568627451,100
MOB3B,27325209,27529814,27427511,5531,0.018441438316568387,0.9803921568627451,103
IFNK,27524290,27526498,27525394,5765,0.03075500057810152,0.9801980198019802,108
C9orf72,27535640,27573866,27554753,5810,0.032431494970516825,0.9803921568627451,109
LINGO2,27937617,29213601,28575609,6303,0.07197363857093306,0.96218487394958,119
ACO1,32384603,32454769,32419686,5602,0.09353682506648166,0.980952380952381,105
RIGI,32455302,32526348,32490825,5437,0.06324430570008094,0.9807692307692307,101
ENSG00000288684,32455323,32552603,32503963,5307,0.06307087524569314,0.980952380952381,99
TOPORS,32540544,32552586,32546565,5140,0.06185686206497862,0.9807692307692307,95
SMIM27,32551144,32568621,32559882,5051,0.059602266157937345,0.980952380952381,94
NDUFB6,32553001,32573184,32563092,5029,0.06307087524569314,0.980952380952381,93
TAF1L,32629454,32635669,32632561,4679,0.06307087524569314,0.9807692307692307,86
TMEM215,32783540,32789201,32786370,4454,0.06087408949011446,0.9811320754716981,82
APTX,32886601,33025130,32955865,4502,0.06307087524569314,0.9811320754716981,83
DNAJA1,33025273,33039907,33032590,4644,0.03428141981731993,0.9811320754716981,85
SMU1,33041765,33076674,33059219,4646,0.036015724361197834,0.9814814814814814,85
B4GALT1,33104082,33167356,33135719,4881,0.03329864724245578,0.9814814814814814,90
SPINK4,33218365,33248567,33233466,4762,0.06307087524569314,0.9811320754716981,88
BAG1,33247820,33264720,33256270,4823,0.036015724361197834,0.9814814814814814,89
