gene_name,gstart,gend,midpoint,n_seg,max_h12_500kb,max_h2h1_500kb,n_windows
ZNF595,53286,88208,70747,17272,0.4502427641236026,0.04145870230236677,338
ZNF718,124501,202303,163402,20226,0.4502427641236026,0.04145870230236677,397
ZNF732,270675,305474,288074,25144,0.4502427641236026,0.04145870230236677,495
ZNF141,337814,384868,361341,27659,0.4502427641236026,0.04145870230236677,546
ZNF721,425815,499156,462485,31355,0.4502427641236026,0.04145870230236677,620
PIGG,499210,540200,519705,32801,0.4593511234897813,0.02123084527928817,649
TMEM271,573880,576295,575087,32542,0.4800519402310964,0.026284730759773774,643
PDE6B,625573,670782,648177,33003,0.4593511234897813,0.02123084527928817,653
ATP5ME,672436,674330,673383,32965,0.4480409499792993,0.030303030303030293,652
MYL5,673580,682028,677804,33000,0.4553050547630696,0.02293554884189324,653
SLC49A3,681829,689271,685550,33037,0.4502427641236026,0.04145870230236677,653
PCGF3,705748,770089,737918,33633,0.4593511234897813,0.02123084527928817,665
CPLX1,784957,826129,805543,33873,0.4480409499792993,0.030303030303030293,670
GAK,849276,932373,890824,34649,0.47175279461026,0.019206968773800456,685
TMEM175,932387,958656,945521,34670,0.4480409499792993,0.030303030303030293,686
DGKQ,958887,986895,972891,35019,0.5154691557830555,0.12916195127762226,693
SLC26A1,979073,993440,986256,35055,0.6358538145959578,0.1190976868667558,694
IDUA,986997,1004564,995780,35123,0.60248786179382,0.12780326197757383,695
FGFRL1,1009936,1026898,1018417,35380,0.60248786179382,0.12780326197757383,700
RNF212,1056250,1113564,1084907,35471,0.60248786179382,0.12780326197757383,702
SPON2,1166932,1208962,1187947,35873,0.60248786179382,0.12780326197757383,710
CTBP1,1211445,1250333,1230889,35387,0.60248786179382,0.12780326197757383,700
MAEA,1289887,1340147,1315017,35124,0.60248786179382,0.12780326197757383,695
UVSSA,1345691,1395989,1370840,34715,0.60248786179382,0.12780326197757383,687
NKX1-1,1402932,1406442,1404687,34347,0.6358538145959578,0.1190976868667558,679
FAM53A,1617915,1684313,1651114,32016,0.636060822763371,0.11956054454263189,633
SLBP,1692731,1712344,1702537,31814,0.6358538145959578,0.1190976868667558,629
