gene_name,gstart,gend,midpoint,n_seg,max_h12_500kb,max_h2h1_500kb,n_windows
TUBB8,46888,74163,60525,17829,0.35121123574323687,0.11538461538461538,349
ZMYND11,130088,254637,192362,22955,0.43331133942878675,0.015136476426799002,452
DIP2C,274201,689668,481934,31622,0.43331133942878675,0.015136476426799002,625
LARP4B,806933,931821,869377,33748,0.42727872561033076,0.016181841077949878,667
GTPBP4,988434,1019932,1004183,32541,0.4333584692242435,0.015258652772608853,643
IDI2,1018910,1025859,1022384,32498,0.4333584692242435,0.015258652772608853,642
IDI1,1039152,1049119,1044135,32258,0.4269959468375906,0.015437933207309384,638
WDR37,1049538,1160991,1105264,31922,0.4269959468375906,0.015437933207309384,631
ADARB2,1177313,1737525,1457419,32199,0.372466773494203,0.11335263253121035,636
PFKP,3066333,3137718,3102025,32172,0.4082382882458289,0.11691981631932173,636
PITRM1,3137728,3172841,3155284,31797,0.4065416156093882,0.12531876138433512,628
KLF6,3775996,3785281,3780638,29387,0.47214629088509746,0.059120660216277744,580
AKR1E2,4786629,4848062,4817345,30319,0.3529079083796776,0.3415103415103415,599
AKR1C1,4963253,4983283,4973268,30378,0.3429635215383165,0.11704569163363238,600
AKR1C2,4987775,5018031,5002903,30487,0.3429635215383165,0.11704569163363238,602
AKR1C3,5035354,5107686,5071520,30444,0.3429635215383165,0.11704569163363238,601
AKR1C8,5153920,5185187,5169553,30920,0.3429635215383165,0.11704569163363238,611
AKR1C4,5195462,5218949,5207205,30801,0.31789047035535867,0.23013510419051997,609
UCN3,5364966,5374692,5369829,30507,0.31789047035535867,0.23013510419051997,603
TUBAL3,5393101,5404828,5398964,30643,0.3273635592421528,0.21773835920177395,605
NET1,5412557,5459056,5435806,30666,0.31789047035535867,0.23013510419051997,606
CALML5,5498697,5499570,5499133,30345,0.3283532849467433,0.2213639373206799,599
CALML3,5524961,5526771,5525866,30162,0.31789047035535867,0.23013510419051997,596
ASB13,5638867,5666595,5652731,29342,0.29795456687717975,0.13844422211105553,579
TASOR2,5684731,5763779,5724255,29624,0.31972853237816945,0.1295998160073597,585
GDI2,5765223,5842132,5803677,29627,0.31426147610519367,0.13192488262910795,585
ANKRD16,5861616,5889906,5875761,29307,0.31383730794608344,0.13008703834391908,579
FBH1,5890203,5937594,5913898,29336,0.31426147610519367,0.13192488262910795,579
IL15RA,5943639,5978187,5960913,29526,0.3137430483551701,0.12967757119322193,583
IL2RA,6010689,6062370,6036529,29125,0.3137430483551701,0.12967757119322193,575
RBM17,6089034,6117457,6103245,28667,0.31426147610519367,0.13192488262910795,566
PFKFB3,6144934,6254644,6199789,28728,0.3024318974455651,0.16761574647189906,567
PRKCQ,6427143,6580301,6503722,29946,0.30304458478650204,0.18987341772151906,591
SFMBT2,7158624,7411488,7285056,30407,0.4636157979074371,0.166156202143951,601
ITIH5,7559270,7666998,7613134,28357,0.5222923932510133,0.018552875695732832,560
ITIH2,7703316,7749520,7726418,28623,0.5222923932510133,0.018552875695732832,565
