gene_id	gene_name	start	end	strand
ENSG00000184731.6	FAM110C	38814	46870	-
ENSG00000035115.22	SH3YL1	217730	266398	-
ENSG00000143727.16	ACP1	264140	278283	+
ENSG00000189292.17	ALKAL2	279558	288851	-
ENSG00000151353.15	TMEM18	663877	677406	-
ENSG00000172554.12	SNTG2	950849	1367613	+
ENSG00000115705.22	TPO	1374066	1543711	+
ENSG00000130508.11	PXDN	1631887	1744852	-
ENSG00000186487.21	MYT1L	1789113	2331664	-
ENSG00000032389.13	EIPR1	3188925	3377830	-
ENSG00000171853.16	TRAPPC12	3379675	3485094	+
ENSG00000182551.14	ADI1	3497366	3519531	-
ENSG00000286905.1	ENSG00000286905	3532008	3558333	-
ENSG00000171865.10	RNASEH1	3541430	3558333	-
ENSG00000171863.15	RPS7	3575260	3580920	+
ENSG00000118004.18	COLEC11	3594832	3644644	+
ENSG00000151360.10	ALLC	3658200	3702671	+
ENSG00000214866.9	DCDC2C	3703575	3848008	+
ENSG00000176887.7	SOX11	5692384	5701385	+
ENSG00000134326.12	CMPK2	6840570	6866635	-
ENSG00000134321.13	RSAD2	6865557	6898239	+
ENSG00000151692.15	RNF144A	6917412	7068286	+
ENSG00000115738.10	ID2	8678845	8684461	+
ENSG00000134313.17	KIDINS220	8721081	8837630	-
ENSG00000143797.12	MBOAT2	8852690	9003709	-
ENSG00000151693.11	ASAP2	9206765	9405683	+
ENSG00000119185.13	ITGB1BP1	9403475	9423528	-
ENSG00000119203.14	CPSF3	9423651	9473101	+
ENSG00000134330.19	IAH1	9473658	9496543	+
ENSG00000151694.15	ADAM17	9488486	9556732	-
ENSG00000134308.14	YWHAQ	9583967	9630997	-
ENSG00000115750.17	TAF1B	9843443	9934416	+
ENSG00000134317.18	GRHL1	9951693	10002277	+
ENSG00000172059.11	KLF11	10042849	10054836	+
ENSG00000205795.5	CYS1	10056473	10080944	-
ENSG00000171848.16	RRM2	10120698	10211725	+
ENSG00000115756.13	HPCAL1	10302889	10427617	+
ENSG00000115758.14	ODC1	10439968	10448327	-
ENSG00000115761.17	NOL10	10562347	10689987	-
ENSG00000143882.12	ATP6V1C2	10721100	10785110	+
ENSG00000143870.13	PDIA6	10783391	10837977	-
ENSG00000162975.5	KCNF1	10911934	10914225	+
ENSG00000150873.12	C2orf50	11133128	11151317	+
ENSG00000162976.13	SLC66A3	11155198	11178870	+
ENSG00000134318.16	ROCK2	11179759	11348330	-
ENSG00000169016.17	E2F6	11444375	11466177	-
ENSG00000196208.14	GREB1	11482341	11642788	+
ENSG00000169006.7	NTSR2	11658178	11670195	-
ENSG00000134324.12	LPIN1	11677595	11827409	+
ENSG00000071575.12	TRIB2	12716910	12742734	+
ENSG00000162981.14	LRATD1	14632700	14650814	+
ENSG00000151779.14	NBAS	15166916	15561340	-
ENSG00000079785.16	DDX1	15591178	15634346	+
ENSG00000134323.13	MYCN	15940550	15947007	+
ENSG00000197872.11	CYRIA	16549459	16666331	-
ENSG00000214842.6	RAD51AP2	17510579	17518440	-
ENSG00000163032.12	VSNL1	17539126	17657018	+
ENSG00000163029.16	SMC6	17663812	17800242	-
ENSG00000178295.15	GEN1	17753858	17788946	+
ENSG00000151379.4	MSGN1	17816460	17817798	+
ENSG00000170745.12	KCNS3	17877847	18361616	+
ENSG00000240857.2	RDH14	18554723	18560679	-
ENSG00000250741.6	NT5C1B-RDH14	18555545	18589564	-
ENSG00000185013.17	NT5C1B	18562871	18589572	-
ENSG00000143867.7	OSR1	19351485	19358623	-
ENSG00000183891.6	TTC32	19896631	19901983	-
ENSG00000118965.16	WDR35	19910263	19990105	-
ENSG00000132031.13	MATN3	19992052	20012668	-
ENSG00000068697.7	LAPTM4A	20032650	20051628	-
ENSG00000115884.11	SDC1	20200797	20225433	-
ENSG00000055917.17	PUM2	20248691	20352234	-
ENSG00000143878.10	RHOB	20447074	20449440	+
ENSG00000118960.13	HS1BP3	20560448	20651130	-
ENSG00000143869.7	GDF7	20667144	20679243	+
ENSG00000118961.15	LDAH	20684014	20823130	-
ENSG00000084674.15	APOB	21001429	21044073	-
ENSG00000218819.6	TDRD15	21123968	21144368	+
ENSG00000119771.15	KLHL29	23385179	23708611	+
ENSG00000119778.15	ATAD2B	23748664	23927123	-
ENSG00000173960.14	UBXN2A	23927285	24004909	+
ENSG00000205639.12	MFSD2B	24010081	24063321	+
ENSG00000163026.12	WDCP	24029347	24049575	-
ENSG00000119782.14	FKBP1B	24049701	24063681	+
ENSG00000115128.7	SF3B6	24067586	24076373	-
ENSG00000219626.9	FAM228B	24076526	24169640	+
ENSG00000115129.14	TP53I3	24077433	24085861	-
ENSG00000176732.7	PFN4	24114809	24123464	-
ENSG00000276087.2	ENSG00000276087	24124366	24190436	+
ENSG00000186453.13	FAM228A	24175053	24200849	+
ENSG00000198399.16	ITSN2	24202864	24360536	-
ENSG00000084676.16	NCOA1	24491254	24770702	+
ENSG00000184924.6	PTRHD1	24789728	24793391	-
ENSG00000138092.11	CENPO	24793136	24822376	+
ENSG00000138031.15	ADCY3	24819169	24920237	-
ENSG00000115137.12	DNAJC27	24943636	24972094	-
ENSG00000084710.14	EFR3B	25042076	25159135	+
ENSG00000115138.11	POMC	25160853	25168903	-
ENSG00000119772.19	DNMT3A	25227855	25342590	-
ENSG00000138101.20	DTNB	25377198	25673647	-
ENSG00000143970.18	ASXL2	25733753	25878487	-
ENSG00000084731.15	KIF3C	25926598	25982749	-
ENSG00000084733.11	RAB10	26034084	26137454	+
ENSG00000157833.13	GAREM2	26173088	26189663	+
ENSG00000084754.12	HADHA	26190635	26244672	-
ENSG00000138029.14	HADHB	26243170	26290465	+
ENSG00000173567.16	ADGRF3	26308173	26346817	-
ENSG00000138018.19	SELENOI	26308547	26395885	+
ENSG00000157856.12	DRC1	26401920	26456711	+
ENSG00000115155.19	OTOF	26457203	26558756	-
ENSG00000173557.15	CIMIP2C	26562585	26579532	+
ENSG00000157884.11	CIB4	26581205	26641366	-
ENSG00000171303.8	KCNK3	26692722	26733420	+
ENSG00000213699.9	SLC35F6	26764284	26781231	+
ENSG00000115163.15	CENPA	26764289	26801067	+
ENSG00000157851.17	DPYSL5	26847747	26950351	+
ENSG00000084764.12	MAPRE3	26970637	27027219	+
ENSG00000119777.20	TMEM214	27032910	27041694	+
ENSG00000084693.16	AGBL5	27042364	27070622	+
ENSG00000228474.6	OST4	27070472	27071654	-
ENSG00000138080.14	EMILIN1	27078615	27086403	+
ENSG00000138030.14	KHK	27086772	27100762	+
ENSG00000138028.17	CGREF1	27098889	27119128	-
ENSG00000143994.14	ABHD1	27123789	27130812	+
ENSG00000138073.14	PREB	27130756	27134666	-
ENSG00000186143.11	PRR30	27136848	27139410	-
ENSG00000163792.6	TCF23	27149004	27156974	+
ENSG00000138074.15	SLC5A6	27199587	27212958	-
ENSG00000138085.18	ATRAID	27212041	27217178	+
ENSG00000084774.14	CAD	27217369	27243943	+
ENSG00000115194.11	SLC30A3	27253684	27275817	-
ENSG00000163793.13	DNAJC5G	27275433	27281499	+
ENSG00000138100.14	TRIM54	27282429	27307439	+
ENSG00000163794.6	UCN	27307400	27308445	-
ENSG00000115204.15	MPV17	27309492	27325680	-
ENSG00000115207.15	GTF3C2	27325849	27356999	-
ENSG00000115211.17	EIF2B4	27364352	27370338	-
ENSG00000115234.11	SNX17	27370496	27377535	+
ENSG00000163795.14	ZNF513	27377235	27380790	-
ENSG00000115241.11	PPM1G	27381195	27409591	-
ENSG00000115216.14	NRBP1	27427790	27442259	+
ENSG00000157992.12	KRTCAP3	27442366	27446481	+
ENSG00000138002.16	IFT172	27444377	27489805	-
ENSG00000115226.10	FNDC4	27491883	27495200	-
ENSG00000084734.9	GCKR	27496839	27523684	+
ENSG00000221843.6	SPATA31H1	27537386	27582722	+
