gene_id	gene_name	start	end	strand
ENSG00000176269.4	OR4F21	166086	167024	-
ENSG00000172748.14	ZNF596	232137	264703	+
ENSG00000147364.17	FBXO25	406428	477967	+
ENSG00000180190.13	TDRP	489803	545781	-
ENSG00000104714.14	ERICH1	614746	738106	-
ENSG00000198010.13	DLGAP2	737628	1708476	+
ENSG00000182372.10	CLN8	1755778	1801711	+
ENSG00000283239.1	KBTBD11-OT1	1763888	1958627	+
ENSG00000104728.16	ARHGEF10	1823926	1958641	+
ENSG00000176595.4	KBTBD11	1973677	2006936	+
ENSG00000036448.10	MYOM2	2045046	2165552	+
ENSG00000183117.20	CSMD1	2935353	4994972	-
ENSG00000147316.15	MCPH1	6406592	6648508	+
ENSG00000091879.14	ANGPT2	6499632	6563409	-
ENSG00000155189.12	AGPAT5	6708642	6761503	+
ENSG00000275591.5	XKR5	6808517	6835524	-
ENSG00000164825.4	DEFB1	6870592	6877936	-
ENSG00000164822.5	DEFA6	6924697	6926076	-
ENSG00000164821.5	DEFA4	6935820	6938306	-
ENSG00000206047.4	DEFA1	6977649	6980092	-
ENSG00000240247.8	DEFA1B	6996766	6999198	-
ENSG00000239839.7	DEFA3	7015869	7018297	-
ENSG00000164816.8	DEFA5	7055304	7056739	-
ENSG00000230045.4	FAM90A15	7256904	7259914	+
ENSG00000233132.4	FAM90A3	7264526	7267536	+
ENSG00000223885.4	FAM90A13	7279770	7282780	+
ENSG00000215373.4	FAM90A5	7287392	7290402	+
ENSG00000233295.3	FAM90A20	7295014	7298024	+
ENSG00000206034.2	DEFB109B	7312722	7320096	+
ENSG00000230549.3	USP17L1	7332387	7333979	+
ENSG00000236125.3	USP17L4	7337115	7338707	+
ENSG00000215372.6	ZNF705G	7355517	7385558	-
ENSG00000215371.3	DEFB108C	7373114	7377500	+
ENSG00000177257.3	DEFB4B	7414855	7416863	-
ENSG00000177243.3	DEFB103B	7428888	7430348	-
ENSG00000164871.18	SPAG11B	7442684	7463674	-
ENSG00000177023.2	DEFB104B	7470308	7475082	-
ENSG00000187082.2	DEFB106B	7482504	7486400	-
ENSG00000186599.8	DEFB105B	7487679	7489593	+
ENSG00000198129.3	DEFB107B	7495911	7509311	+
ENSG00000255251.2	PRR23D1	7539627	7542450	+
ENSG00000285975.1	FAM90A7	7556700	7559712	-
ENSG00000285687.1	FAM90A22	7571995	7575006	-
ENSG00000285765.1	FAM90A23	7579644	7582653	-
ENSG00000285814.1	FAM90A14	7715443	7718453	+
ENSG00000285913.1	FAM90A18	7723091	7726101	+
ENSG00000285620.1	FAM90A16	7730739	7733749	+
ENSG00000285937.1	FAM90A8	7738387	7741396	+
ENSG00000285720.1	FAM90A17	7746034	7749044	+
ENSG00000285657.1	FAM90A19	7753682	7756692	+
ENSG00000285607.1	FAM90A9	7761330	7764340	+
ENSG00000285950.1	FAM90A10	7768977	7771988	+
ENSG00000255378.1	PRR23D2	7778591	7781413	-
ENSG00000186572.2	DEFB107A	7811720	7815716	-
ENSG00000186562.8	DEFB105A	7821004	7823880	-
ENSG00000186579.3	DEFB106A	7825139	7829053	+
ENSG00000176782.3	DEFB104A	7836436	7841242	+
ENSG00000178287.18	SPAG11A	7847876	7868867	+
ENSG00000176797.4	DEFB103A	7881392	7882663	+
ENSG00000171711.3	DEFB4A	7894677	7896716	+
ENSG00000215356.4	ZNF705B	7926337	7952413	+
ENSG00000237038.5	USP17L8	7971661	7973253	-
ENSG00000225327.3	USP17L3	7976393	7977985	-
ENSG00000205989.2	DEFB109C	7990270	7997645	-
ENSG00000233115.5	FAM90A11	8012342	8015352	-
ENSG00000215354.10	FAM90A24	8019988	8022998	-
ENSG00000254229.4	FAM90A12	8027636	8030646	-
ENSG00000275342.6	PRAG1	8317736	8386439	-
ENSG00000253958.2	CLDN23	8701937	8704096	+
ENSG00000147324.11	MFHAS1	8783354	8893630	-
ENSG00000104626.15	ERI1	9002147	9116746	+
ENSG00000173281.5	PPP1R3B	9136255	9151574	-
ENSG00000173273.17	TNKS	9555912	9782346	+
ENSG00000175806.15	MSRA	10054292	10428891	+
ENSG00000253649.6	PRSS51	10482878	10547624	-
ENSG00000184647.11	PRSS55	10525532	10554166	+
ENSG00000183638.6	RP1L1	10606349	10712187	-
ENSG00000171060.11	C8orf74	10672628	10700590	+
ENSG00000171056.8	SOX7	10723768	10730511	-
ENSG00000258724.1	PINX1	10725399	10839847	-
ENSG00000171044.11	XKR6	10896045	11201833	-
