gene_id	gene_name	start	end	strand
ENSG00000112679.15	DUSP22	291630	351355	+
ENSG00000137265.16	IRF4	391739	411443	+
ENSG00000112685.14	EXOC2	485154	693139	-
ENSG00000188996.5	HUS1B	655939	657100	-
ENSG00000164379.7	FOXQ1	1312098	1314758	+
ENSG00000137273.6	FOXF2	1389576	1395603	+
ENSG00000054598.9	FOXC1	1609915	1613897	+
ENSG00000112699.11	GMDS	1623806	2245605	-
ENSG00000145949.12	MYLK4	2663629	2770330	-
ENSG00000124535.16	WRNIP1	2765393	2786952	+
ENSG00000021355.13	SERPINB1	2832332	2841959	-
ENSG00000170542.6	SERPINB9	2887270	2903309	-
ENSG00000124570.21	SERPINB6	2948159	2972165	-
ENSG00000124588.22	NQO2	2987987	3019755	+
ENSG00000137275.16	RIPK1	3063824	3115187	+
ENSG00000137274.13	BPHL	3118374	3153578	+
ENSG00000137267.7	TUBB2A	3153497	3157544	-
ENSG00000137285.11	TUBB2B	3223324	3231730	-
ENSG00000180822.12	PSMG4	3231403	3303373	+
ENSG00000137266.15	SLC22A23	3268962	3457050	-
ENSG00000168994.14	PXDC1	3722614	3751713	-
ENSG00000145945.7	FAM50B	3849373	3851320	+
ENSG00000112739.17	PRPF4B	4021267	4064983	+
ENSG00000145975.15	FAM217A	4049434	4087344	-
ENSG00000198721.13	ECI2	4115693	4135597	-
ENSG00000153046.18	CDYL	4706159	4955551	+
ENSG00000124787.14	RPP40	4994717	5004063	-
ENSG00000219607.4	PPP1R3G	5085341	5089487	+
ENSG00000214113.11	LYRM4	5103629	5260950	-
ENSG00000145982.13	FARS2	5261044	5829192	+
ENSG00000124785.9	NRN1	5997999	6007605	-
ENSG00000124491.16	F13A1	6144084	6321013	-
ENSG00000112799.9	LY86	6588108	6654983	+
ENSG00000124782.21	RREB1	7107597	7251980	+
ENSG00000124783.14	SSR1	7268306	7347446	-
ENSG00000164304.16	CAGE1	7326656	7389742	-
ENSG00000124784.9	RIOK1	7389793	7418037	+
ENSG00000096696.17	DSP	7541326	7586717	+
ENSG00000168566.13	SNRNP48	7590198	7611967	+
ENSG00000153162.9	BMP6	7726099	7881728	+
ENSG00000239264.9	TXNDC5	7881517	7910788	-
ENSG00000259040.5	BLOC1S5-TXNDC5	7881522	8064364	-
ENSG00000188428.20	BLOC1S5	8013567	8064396	-
ENSG00000265818.1	EEF1E1-BLOC1S5	8015726	8102530	-
ENSG00000124802.12	EEF1E1	8073360	8102559	-
ENSG00000124786.13	SLC35B3	8411435	8435561	-
ENSG00000137203.15	TFAP2A	10393186	10419659	-
ENSG00000111846.20	GCNT2	10492223	10629368	+
ENSG00000137434.12	C6orf52	10671418	10694797	-
ENSG00000111845.5	PAK1IP1	10694972	10709782	+
ENSG00000111843.14	TMEM14C	10722915	10731129	+
ENSG00000137210.14	TMEM14B	10747759	10852753	+
ENSG00000272162.1	ENSG00000272162	10747794	10930423	+
ENSG00000111837.12	MAK	10762723	10838553	-
ENSG00000124827.7	GCM2	10873223	10882041	-
ENSG00000153157.14	SYCP2L	10886831	10979320	+
ENSG00000197977.4	ELOVL2	10980759	11044305	-
ENSG00000224531.6	SMIM13	11093834	11138733	+
ENSG00000244476.4	ERVFRD-1	11102324	11111845	-
ENSG00000111859.17	NEDD9	11183298	11382348	-
ENSG00000205269.6	TMEM170B	11537749	11583524	+
ENSG00000111863.13	ADTRP	11712054	11807046	-
ENSG00000095951.18	HIVEP1	12008762	12164999	+
ENSG00000078401.7	EDN1	12290361	12297194	+
ENSG00000112137.19	PHACTR1	12716312	13290446	+
ENSG00000145979.18	TBC1D7	13266542	13328583	-
ENSG00000145990.11	GFOD1	13357830	13487662	-
ENSG00000124523.17	SIRT5	13574227	13615158	+
ENSG00000225921.7	NOL7	13615335	13632739	+
ENSG00000010017.13	RANBP9	13621498	13711835	-
ENSG00000050393.12	MCUR1	13786557	13814568	-
ENSG00000180537.13	RNF182	13924446	13980310	+
ENSG00000112149.10	CD83	14117256	14136918	+
ENSG00000008083.14	JARID2	15246069	15522042	+
ENSG00000047579.20	DTNBP1	15522807	15663058	-
ENSG00000007944.15	MYLIP	16129086	16148248	+
ENSG00000137198.10	GMPR	16238587	16295549	+
ENSG00000124788.19	ATXN1	16299112	16761491	-
ENSG00000288708.1	ENSG00000288708	16328342	16328431	-
ENSG00000230873.9	STMND1	17102050	17131378	+
ENSG00000112183.15	RBM24	17281361	17293871	+
ENSG00000112186.13	CAP2	17393595	17557780	+
ENSG00000137414.7	FAM8A1	17600302	17611719	+
ENSG00000124789.12	NUP153	17615035	17706925	-
ENSG00000137177.20	KIF13A	17759183	17987635	-
ENSG00000187566.6	NHLRC1	18120440	18122677	-
ENSG00000137364.5	TPMT	18128311	18155077	-
ENSG00000165097.16	KDM1B	18155329	18223854	+
ENSG00000124795.17	DEK	18223860	18264548	-
ENSG00000137393.10	RNF144B	18387350	18468870	+
ENSG00000172201.12	ID4	19837370	19842197	+
ENSG00000172197.11	MBOAT1	20099684	20212469	-
ENSG00000112242.16	E2F3	20401879	20493714	+
ENSG00000145996.11	CDKAL1	20534457	21232404	+
ENSG00000124766.7	SOX4	21593751	21598619	+
ENSG00000172179.13	PRL	22287244	22302826	-
ENSG00000112273.7	HDGFL1	22569566	22571666	+
ENSG00000152954.12	NRSN1	24126186	24154900	+
ENSG00000146038.12	DCDC2	24171755	24358059	-
ENSG00000124532.15	MRS2	24402908	24426194	+
ENSG00000112293.15	GPLD1	24424565	24495205	-
ENSG00000112294.14	ALDH5A1	24494867	24537207	+
ENSG00000137261.15	KIAA0319	24544104	24646191	-
ENSG00000111802.14	TDP2	24649979	24666930	-
ENSG00000112304.11	ACOT13	24667035	24705065	+
ENSG00000112308.14	C6orf62	24704861	24720825	-
ENSG00000112312.10	GMNN	24774931	24786099	+
ENSG00000260286.4	ARMH2	24797335	24798917	-
ENSG00000282804.1	ENSG00000282804	24797373	24809798	-
ENSG00000111913.20	RIPOR2	24804282	25042170	-
ENSG00000079691.19	CARMIL1	25279078	25620530	+
ENSG00000079689.15	SCGN	25652201	25701783	+
ENSG00000290217.1	ENSG00000290217	25652210	25738044	+
ENSG00000164508.6	H2AC1	25723397	25726562	-
ENSG00000146047.7	H2BC1	25726777	25727345	+
ENSG00000146039.11	SLC17A4	25754699	25781199	+
ENSG00000124568.12	SLC17A1	25782915	25832052	-
ENSG00000124564.17	SLC17A3	25833066	25882286	-
ENSG00000112337.11	SLC17A2	25912754	25930691	-
ENSG00000112343.11	TRIM38	25962802	25991231	+
ENSG00000124610.5	H1-1	26017032	26017787	-
ENSG00000275714.2	H3C1	26020451	26020958	+
ENSG00000278637.2	H4C1	26021649	26022050	+
ENSG00000278705.3	H4C2	26026896	26027283	-
ENSG00000286522.2	H3C2	26031589	26032099	-
ENSG00000278463.2	H2AC4	26033092	26033618	-
ENSG00000276410.4	H2BC3	26043227	26043713	-
ENSG00000287080.2	H3C3	26045384	26045869	+
ENSG00000187837.4	H1-2	26055740	26056470	-
ENSG00000180596.9	H2BC4	26086317	26123926	-
ENSG00000010704.20	HFE	26087226	26098343	+
ENSG00000197061.5	H4C3	26103933	26104337	+
ENSG00000187475.6	H1-6	26107412	26108135	-
ENSG00000180573.10	H2AC6	26124145	26139116	+
ENSG00000168298.7	H1-4	26156329	26157115	+
ENSG00000158373.9	H2BC5	26158122	26171349	+
ENSG00000274290.3	H2BC6	26172059	26184655	+
ENSG00000277157.2	H4C4	26188710	26189112	-
ENSG00000282988.2	ENSG00000282988	26195595	26199293	-
ENSG00000197409.8	H3C4	26196784	26197286	-
ENSG00000196866.3	H2AC7	26198784	26199293	-
ENSG00000277224.3	H2BC7	26199516	26199988	+
ENSG00000276966.3	H4C5	26204610	26205021	+
ENSG00000273802.3	H2BC8	26216200	26216688	-
ENSG00000277075.3	H2AC8	26216921	26217437	+
ENSG00000274750.3	H3C6	26224199	26227473	+
ENSG00000124575.7	H1-3	26234212	26234987	-
ENSG00000274618.2	H4C6	26240393	26240793	+
ENSG00000275663.2	H4C7	26246611	26246996	-
ENSG00000277775.2	H3C7	26250142	26250635	-
ENSG00000275713.3	H2BC9	26251614	26252075	+
ENSG00000273983.2	H3C8	26270918	26271413	-
ENSG00000278588.2	H2BC10	26272931	26273412	+
ENSG00000158406.6	H4C8	26277609	26285638	-
ENSG00000186470.14	BTN3A2	26365159	26378320	+
ENSG00000124508.17	BTN2A2	26383096	26394874	+
ENSG00000026950.17	BTN3A1	26402237	26415208	+
ENSG00000111801.16	BTN3A3	26440472	26453415	+
ENSG00000112763.17	BTN2A1	26457904	26476621	+
ENSG00000124557.14	BTN1A1	26500303	26510425	+
ENSG00000182952.5	HMGN4	26538366	26546933	+
ENSG00000146109.5	ABT1	26596953	26600739	+
ENSG00000181315.11	ZNF322	26634383	26659752	-
ENSG00000124635.9	H2BC11	27125897	27132795	-
ENSG00000196787.4	H2AC11	27133043	27133535	+
ENSG00000276180.2	H4C9	27139282	27139678	+
ENSG00000197903.8	H2BC12	27146361	27146855	-
ENSG00000274997.2	H2AC12	27147106	27147562	+
ENSG00000112812.16	PRSS16	27247701	27256624	+
ENSG00000158553.5	POM121L2	27285903	27312273	-
ENSG00000124613.9	ZNF391	27374615	27403908	+
ENSG00000096654.16	ZNF184	27450743	27473118	-
ENSG00000185130.6	H2BC13	27807479	27807929	-
ENSG00000196747.5	H2AC13	27808173	27808667	+
ENSG00000278828.2	H3C10	27810051	27811300	+
ENSG00000276368.2	H2AC14	27814302	27814777	-
ENSG00000273703.2	H2BC14	27815022	27815489	+
ENSG00000197238.5	H4C11	27824092	27824480	+
ENSG00000273542.2	H4C12	27831174	27831560	-
ENSG00000275221.2	H2AC15	27837880	27838375	-
ENSG00000233822.6	H2BC15	27838545	27855709	+
ENSG00000276903.2	H2AC16	27865317	27865798	+
ENSG00000184357.5	H1-5	27866792	27867588	-
ENSG00000275379.2	H3C11	27871845	27872346	-
ENSG00000275126.2	H4C13	27873148	27873534	-
ENSG00000197153.5	H3C12	27890315	27893106	-
ENSG00000278677.2	H2AC17	27892699	27893185	-
ENSG00000274641.2	H2BC17	27893425	27893891	+
ENSG00000168131.4	OR2B2	27911185	27912396	-
ENSG00000124657.1	OR2B6	27957241	27958182	+
ENSG00000182477.5	OR2B8P	28053228	28054165	-
ENSG00000197279.5	ZNF165	28080568	28089563	+
ENSG00000196812.6	ZSCAN16	28107689	28130082	+
ENSG00000198315.11	ZKSCAN8	28141883	28159460	+
