gene_id	gene_name	start	end	strand
ENSG00000173213.11	TUBB8B	47221	73545	-
ENSG00000101557.15	USP14	158383	214629	+
ENSG00000079134.13	THOC1	214520	268050	-
ENSG00000158270.12	COLEC12	316737	500722	-
ENSG00000177143.5	CETN1	580380	582114	+
ENSG00000079101.18	CLUL1	596988	650334	+
ENSG00000176890.16	TYMS	657653	673578	+
ENSG00000132199.20	ENOSF1	670318	712662	-
ENSG00000176105.14	YES1	721588	812546	-
ENSG00000141433.13	ADCYAP1	904871	912172	+
ENSG00000101574.15	METTL4	2537525	2571509	-
ENSG00000080986.13	NDC80	2571557	2616635	+
ENSG00000101596.17	SMCHD1	2655726	2805017	+
ENSG00000132205.11	EMILIN2	2847006	2916003	+
ENSG00000101577.11	LPIN2	2885296	3013144	-
ENSG00000101605.14	MYOM1	3066807	3219968	-
ENSG00000101608.13	MYL12A	3247481	3256236	+
ENSG00000118680.14	MYL12B	3261479	3278461	+
ENSG00000177426.22	TGIF1	3411608	3459978	+
ENSG00000170579.19	DLGAP1	3496032	4455307	-
ENSG00000231824.4	AKAIN1	5142911	5197503	-
ENSG00000198081.11	ZBTB14	5289019	5297053	-
ENSG00000082397.18	EPB41L3	5392381	5630700	-
ENSG00000206432.4	TMEM200C	5882072	5895955	-
ENSG00000154655.16	L3MBTL4	5954706	6415237	-
ENSG00000088756.13	ARHGAP28	6729716	6915716	+
ENSG00000101680.16	LAMA1	6941742	7117797	-
ENSG00000206422.3	LRRC30	7231089	7232044	+
ENSG00000173482.17	PTPRM	7566782	8406861	+
ENSG00000206418.5	RAB12	8609437	8639383	+
ENSG00000168502.18	MTCL1	8705556	8832778	+
ENSG00000178127.13	NDUFV2	9102630	9134345	+
ENSG00000101745.17	ANKRD12	9136228	9285985	+
ENSG00000128791.12	TWSG1	9334767	9402420	+
ENSG00000017797.13	RALBP1	9475009	9538114	+
ENSG00000154845.16	PPP4R1	9546791	9615240	-
ENSG00000168461.13	RAB31	9708275	9862551	+
ENSG00000168454.13	TXNDC2	9885766	9889275	+
ENSG00000101558.14	VAPA	9914016	9960021	+
ENSG00000154856.13	APCDD1	10454635	10489949	+
ENSG00000134265.13	NAPG	10525905	10552764	+
ENSG00000154864.14	PIEZO2	10666483	11149569	-
ENSG00000236396.8	SLC35G4	11609596	11610612	+
ENSG00000141404.17	GNAL	11689264	11885685	+
ENSG00000255112.3	CHMP1B	11851413	11854444	+
ENSG00000154889.17	MPPE1	11882622	11908366	-
ENSG00000141401.12	IMPA2	11981025	12030877	+
ENSG00000181626.12	ANKRD62	12093843	12129764	+
ENSG00000176194.18	CIDEA	12254361	12277595	+
ENSG00000176014.13	TUBB6	12307669	12344320	+
ENSG00000141385.12	AFG3L2	12328944	12377227	-
ENSG00000141391.14	PRELID3A	12407896	12432238	+
ENSG00000134278.16	SPIRE1	12446512	12658107	-
ENSG00000128789.22	PSMG2	12658043	12728945	+
ENSG00000101624.11	CEP76	12661833	12702777	-
ENSG00000175354.20	PTPN2	12785478	12929643	-
ENSG00000085415.16	SEH1L	12947133	12987536	+
ENSG00000101639.19	CEP192	12991362	13125052	+
ENSG00000168675.19	LDLRAD4	13217498	13652755	+
ENSG00000177150.13	FAM210A	13663347	13726663	-
ENSG00000101654.18	RNMT	13726660	13764556	+
ENSG00000176136.6	MC5R	13824149	13827323	+
ENSG00000185231.5	MC2R	13882044	13915707	-
ENSG00000175322.12	ZNF519	14057457	14132490	-
ENSG00000183206.18	POTEC	14507339	14543600	-
ENSG00000180777.15	ANKRD30B	14728272	14854667	+
ENSG00000067900.9	ROCK1	20944612	21111813	-
ENSG00000293575.1	ENSG00000293575	21111059	21111139	-
ENSG00000141449.16	GREB1L	21242232	21526112	+
ENSG00000141446.11	ESCO1	21529284	21600884	-
ENSG00000167088.11	SNRPD1	21612314	21633524	+
ENSG00000158201.10	ABHD3	21650901	21704780	-
ENSG00000101752.13	MIB1	21704957	21870953	+
ENSG00000141448.11	GATA6	22169589	22202528	+
ENSG00000212710.5	CTAGE1	22413599	22417915	-
ENSG00000101773.19	RBBP8	22798261	23026488	+
ENSG00000134508.13	CABLES1	23134564	23260470	+
ENSG00000134490.14	TMEM241	23197144	23437961	-
ENSG00000101782.15	RIOK3	23453287	23486603	+
ENSG00000141452.11	RMC1	23503496	23531822	+
ENSG00000141458.13	NPC1	23506184	23586506	-
ENSG00000154065.17	ANKRD29	23598926	23662911	-
ENSG00000053747.17	LAMA3	23689453	23956222	+
ENSG00000168234.13	TTC39C	23992773	24135610	+
ENSG00000154040.21	CABYR	24138987	24161600	+
ENSG00000141447.19	OSBPL1A	24162045	24397880	-
ENSG00000154059.11	IMPACT	24426634	24453531	+
ENSG00000134489.7	HRH4	24460637	24479961	+
ENSG00000198795.11	ZNF521	25061924	25352190	-
ENSG00000141380.14	SS18	26016253	26091217	-
ENSG00000154611.15	PSMA8	26133852	26193355	+
ENSG00000141384.13	TAF4B	26226445	26391685	+
ENSG00000134504.14	KCTD1	26454910	26657401	-
ENSG00000171885.18	AQP4	26852043	26865771	-
ENSG00000154080.14	CHST9	26906481	27185308	-
ENSG00000170558.10	CDH2	27932879	28177946	-
ENSG00000134762.17	DSC3	30989365	31042815	-
ENSG00000134755.19	DSC2	31058545	31102600	-
ENSG00000134765.10	DSC1	31129236	31162856	-
ENSG00000134760.6	DSG1	31318160	31359246	+
ENSG00000175065.12	DSG4	31376777	31414912	+
ENSG00000134757.5	DSG3	31447741	31478702	+
ENSG00000046604.15	DSG2	31497624	31551351	+
ENSG00000118271.12	TTR	31557009	31598833	+
ENSG00000118276.12	B4GALT6	31622246	31685836	-
ENSG00000141437.10	SLC25A52	31759584	31760880	-
ENSG00000153339.15	TRAPPC8	31829197	31953136	-
ENSG00000101695.9	RNF125	32018825	32073219	+
ENSG00000134758.14	RNF138	32091874	32131561	+
ENSG00000141441.16	GAREM1	32124877	32470882	-
ENSG00000141434.12	MEP1B	32185069	32220404	+
ENSG00000197705.10	KLHL14	32672673	32773023	-
ENSG00000166960.17	CCDC178	32937402	33441101	-
ENSG00000141431.14	ASXL3	33578219	33751195	+
ENSG00000101746.16	NOL4	33851100	34224952	-
ENSG00000134769.23	DTNA	34493291	34891844	+
ENSG00000166974.13	MAPRE2	34976928	35143470	+
ENSG00000186812.13	ZNF397	35241030	35267133	+
ENSG00000186814.15	ZSCAN30	35251058	35290245	-
ENSG00000172466.16	ZNF24	35332227	35345482	-
ENSG00000186496.12	ZNF396	35366694	35377337	-
ENSG00000267140.1	ENSG00000267140	35443871	35497940	-
ENSG00000153391.16	INO80C	35452230	35497979	-
ENSG00000141429.14	GALNT1	35581117	35711834	+
ENSG00000141428.17	C18orf21	35972625	35979286	+
ENSG00000141425.18	RPRD1A	35984387	36067576	-
ENSG00000141424.13	SLC39A6	36108531	36129385	-
ENSG00000134759.14	ELP2	36129444	36180557	+
ENSG00000075643.6	MOCOS	36187497	36272157	+
ENSG00000134775.16	FHOD3	36297713	36780220	+
ENSG00000134779.15	TPGS2	36777647	36829216	-
ENSG00000150477.15	KIAA1328	36829106	37232172	+
ENSG00000101489.20	CELF4	37243040	37565827	-
ENSG00000078142.14	PIK3C3	41955234	42087830	+
ENSG00000152214.14	RIT2	42743227	43115691	-
ENSG00000132872.12	SYT4	43267892	43277535	-
ENSG00000152217.20	SETBP1	44680173	45068510	+
ENSG00000132874.15	SLC14A2	45212995	45683688	+
ENSG00000141469.18	SLC14A1	45687025	45752520	+
ENSG00000152223.16	EPG5	45800581	45967329	-
ENSG00000197046.12	SIGLEC15	45825675	45844094	+
ENSG00000152229.18	PSTPIP2	45983536	46072272	-
ENSG00000152234.16	ATP5F1A	46080248	46104334	-
ENSG00000152240.13	HAUS1	46104378	46128333	+
ENSG00000152242.11	ARK2N	46173553	46266992	+
ENSG00000141622.14	ARK2C	46326809	46463140	+
