gene_id	gene_name	start	end	strand
ENSG00000153404.15	PLEKHG4B	92168	189972	+
ENSG00000185028.4	LRRC14B	191495	196334	+
ENSG00000164366.4	CCDC127	196868	218153	-
ENSG00000286001.1	ENSG00000286001	218298	314955	+
ENSG00000073578.18	SDHA	218303	257082	+
ENSG00000249915.9	PDCD6	271621	314974	+
ENSG00000288622.1	PDCD6-AHRR	271670	438291	+
ENSG00000063438.20	AHRR	321714	438291	+
ENSG00000180104.16	EXOC3	443175	471937	+
ENSG00000066230.12	SLC9A3	470456	524449	-
ENSG00000112877.8	CEP72	612340	667168	+
ENSG00000171368.12	TPPP	659862	693352	-
ENSG00000206077.14	ZDHHC11B	710355	784729	-
ENSG00000188818.13	ZDHHC11	795605	858973	-
ENSG00000028310.18	BRD9	850291	892801	-
ENSG00000071539.14	TRIP13	892884	919357	+
ENSG00000145506.14	NKD2	1008802	1038943	+
ENSG00000113504.21	SLC12A7	1050384	1112063	-
ENSG00000174358.16	SLC6A19	1201595	1225111	+
ENSG00000164363.10	SLC6A18	1225381	1246189	+
ENSG00000164362.21	TERT	1253147	1295068	-
ENSG00000049656.14	CLPTM1L	1317752	1345099	-
ENSG00000142319.19	SLC6A3	1392794	1445440	-
ENSG00000153395.10	LPCAT1	1456480	1523962	-
ENSG00000171421.13	MRPL36	1798385	1801366	-
ENSG00000145494.12	NDUFS6	1801407	1816048	+
ENSG00000113430.10	IRX4	1877413	1887236	-
ENSG00000170561.13	IRX2	2745845	2751677	-
ENSG00000170549.4	IRX1	3595832	3601403	+
ENSG00000145536.15	ADAMTS16	5140330	5320304	+
ENSG00000164151.12	ICE1	5420664	5490220	+
ENSG00000133398.4	MED10	6371874	6378571	-
ENSG00000215218.4	UBE2QL1	6448859	6496723	+
ENSG00000037474.15	NSUN2	6599239	6633291	-
ENSG00000145545.13	SRD5A1	6633290	6676539	+
ENSG00000112941.14	TENT4A	6713432	6757044	+
ENSG00000078295.17	ADCY2	7396138	7830081	+
ENSG00000215217.7	CFAP90	7830378	7851151	-
ENSG00000124275.15	MTRR	7851186	7906025	+
ENSG00000124279.12	FASTKD3	7859159	7869037	-
ENSG00000112902.12	SEMA5A	9035033	9546075	-
ENSG00000169777.7	TAS2R1	9627347	9712378	-
ENSG00000150756.14	ATPSCKMT	10225507	10249897	-
ENSG00000150753.12	CCT5	10249929	10266389	+
ENSG00000164237.9	CMBL	10275875	10307902	-
ENSG00000145495.17	MARCHF6	10353695	10440388	+
ENSG00000145491.12	ROPN1L	10441524	10472029	+
ENSG00000164236.12	ANKRD33B	10564070	10657816	+
ENSG00000112977.16	DAP	10679230	10761234	-
ENSG00000169862.21	CTNND2	10971836	11904446	-
ENSG00000039139.11	DNAH5	13690328	14011818	-
ENSG00000038382.23	TRIO	14143342	14532128	+
