gene_id	gene_name	start	end	strand
ENSG00000198033.13	TUBA3C	19173772	19181824	-
ENSG00000132958.19	TPTE2	19422876	19561625	-
ENSG00000196199.14	MPHOSPH8	19633659	19673441	+
ENSG00000121390.19	PSPC1	19674752	19783019	-
ENSG00000132950.19	ZMYM5	19823482	19863649	-
ENSG00000121741.17	ZMYM2	19958677	20091829	+
ENSG00000121743.4	GJA3	20138255	20161052	-
ENSG00000165474.8	GJB2	20187463	20192938	-
ENSG00000121742.19	GJB6	20221962	20232365	-
ENSG00000165475.15	CRYL1	20403666	20525873	-
ENSG00000032742.18	IFT88	20567138	20691444	+
ENSG00000172458.5	IL17D	20702127	20723098	+
ENSG00000150456.11	EEF1AKMT1	20728731	20773961	-
ENSG00000132953.18	XPO4	20777329	20903048	-
ENSG00000150457.9	LATS2	20973036	21061586	-
ENSG00000150459.13	SAP18	21140119	21149097	+
ENSG00000165480.16	SKA3	21153595	21176552	-
ENSG00000173141.5	MRPL57	21176658	21179084	+
ENSG00000180776.17	ZDHHC20	21348784	21459370	-
ENSG00000165487.14	MICU2	21492691	21604181	-
ENSG00000102678.7	FGF9	21671073	21704498	+
ENSG00000102683.8	SGCG	23180979	23325162	+
ENSG00000151835.17	SACS	23288689	23433763	-
ENSG00000127863.16	TNFRSF19	23570370	23676104	+
ENSG00000027001.10	MIPEP	23730189	23889400	-
ENSG00000205863.12	C1QTNF9B	23891099	23897502	-
ENSG00000273167.1	ENSG00000273167	23979700	24321031	+
ENSG00000182957.16	SPATA13	23979805	24307074	+
ENSG00000240654.6	C1QTNF9	24307166	24322535	+
ENSG00000102699.6	PARP4	24420931	24512778	-
ENSG00000075673.12	ATP12A	24680408	24712472	+
ENSG00000132972.19	RNF17	24764169	24879921	+
ENSG00000151849.16	CENPJ	24882279	24922889	-
ENSG00000151846.9	PABPC3	25096136	25099254	+
ENSG00000165566.13	AMER2	25161679	25172288	-
ENSG00000139505.13	MTMR6	25246222	25287510	-
ENSG00000139496.18	NUP58	25301524	25365390	+
ENSG00000132932.19	ATP8A2	25371974	26025851	+
ENSG00000180730.5	SHISA2	26044597	26052016	-
ENSG00000127870.17	RNF6	26132115	26222314	-
ENSG00000132964.13	CDK8	26254104	26420982	+
ENSG00000132970.14	WASF3	26557683	26688948	+
ENSG00000132975.8	GPR12	26755200	26760786	-
ENSG00000152484.14	USP12	27066156	27171811	-
ENSG00000122026.11	RPL21	27251362	27256691	+
ENSG00000122035.7	RASL11A	27270830	27275192	+
