gene_id	gene_name	start	end	strand
ENSG00000261456.6	TUBB8	46888	74163	-
ENSG00000015171.21	ZMYND11	130088	254637	+
ENSG00000151240.18	DIP2C	274201	689668	-
ENSG00000107929.16	LARP4B	806933	931821	-
ENSG00000107937.19	GTPBP4	988434	1019932	+
ENSG00000148377.6	IDI2	1018910	1025859	-
ENSG00000067064.13	IDI1	1039152	1049119	-
ENSG00000047056.18	WDR37	1049538	1160991	+
ENSG00000185736.16	ADARB2	1177313	1737525	-
ENSG00000067057.19	PFKP	3066333	3137718	+
ENSG00000107959.17	PITRM1	3137728	3172841	-
ENSG00000067082.15	KLF6	3775996	3785281	-
ENSG00000165568.18	AKR1E2	4786629	4848062	+
ENSG00000187134.14	AKR1C1	4963253	4983283	+
ENSG00000151632.18	AKR1C2	4987775	5018031	-
ENSG00000196139.14	AKR1C3	5035354	5107686	+
ENSG00000264006.9	AKR1C8	5153920	5185187	-
ENSG00000198610.11	AKR1C4	5195462	5218949	+
ENSG00000178473.7	UCN3	5364966	5374692	+
ENSG00000178462.12	TUBAL3	5393101	5404828	-
ENSG00000173848.19	NET1	5412557	5459056	+
ENSG00000178372.8	CALML5	5498697	5499570	-
ENSG00000178363.5	CALML3	5524961	5526771	+
ENSG00000196372.13	ASB13	5638867	5666595	-
ENSG00000108021.22	TASOR2	5684731	5763779	+
ENSG00000057608.17	GDI2	5765223	5842132	-
ENSG00000134461.16	ANKRD16	5861616	5889906	-
ENSG00000134452.20	FBH1	5890203	5937594	+
ENSG00000134470.21	IL15RA	5943639	5978187	-
ENSG00000134460.19	IL2RA	6010689	6062370	-
ENSG00000134453.16	RBM17	6089034	6117457	+
ENSG00000170525.21	PFKFB3	6144934	6254644	+
ENSG00000065675.16	PRKCQ	6427143	6580301	-
ENSG00000198879.13	SFMBT2	7158624	7411488	-
ENSG00000123243.15	ITIH5	7559270	7666998	-
ENSG00000151655.19	ITIH2	7703316	7749520	+
ENSG00000151657.12	KIN	7750962	7787993	-
ENSG00000165629.20	ATP5F1C	7788147	7807815	+
ENSG00000165632.9	TAF3	7818497	8016631	+
ENSG00000107485.18	GATA3	8045378	8075198	+
ENSG00000048740.19	CELF2	10798397	11336675	+
ENSG00000148429.15	USP6NL	11460510	11611666	-
ENSG00000134463.15	ECHDC3	11742366	11764070	+
ENSG00000148426.14	PROSER2	11823339	11872277	+
ENSG00000151461.20	UPF2	11920022	12043170	-
ENSG00000181192.12	DHTKD1	12068954	12123221	+
ENSG00000065665.21	SEC61A2	12129637	12169961	+
ENSG00000165609.14	NUDT5	12165330	12195891	-
ENSG00000151465.14	CDC123	12195965	12250589	+
ENSG00000183049.14	CAMK1D	12349547	12835545	+
ENSG00000151468.11	CCDC3	12896625	13099652	-
ENSG00000123240.17	OPTN	13099449	13138308	+
ENSG00000065328.17	MCM10	13161558	13211110	+
ENSG00000165623.10	UCMA	13221766	13234374	-
ENSG00000107537.14	PHYH	13277796	13302412	-
ENSG00000086475.15	SEPHS1	13317428	13348298	-
ENSG00000165626.19	BEND7	13438484	13529014	-
ENSG00000165630.15	PRPF18	13586939	13668445	+
ENSG00000151474.23	FRMD4A	13643706	14462142	-
ENSG00000065809.14	FAM107B	14518557	14774897	-
ENSG00000185267.10	CDNF	14819245	14838575	-
ENSG00000284024.4	MSANTD7	14838302	14846999	+
ENSG00000187522.16	HSPA14	14838306	14871741	+
ENSG00000152455.16	SUV39H2	14878820	14904315	+
ENSG00000152457.19	DCLRE1C	14897359	14954432	-
ENSG00000197889.10	MEIG1	14959388	14988050	+
ENSG00000152463.15	OLAH	15032227	15073853	+
ENSG00000176244.7	ACBD7	15075475	15088776	-
ENSG00000152464.15	RPP38	15097180	15139818	+
ENSG00000152465.18	NMT2	15102584	15168693	-
ENSG00000148468.17	FAM171A1	15211643	15371289	-
ENSG00000077943.8	ITGA8	15513954	15719922	-
ENSG00000148481.14	MINDY3	15778170	15860507	-
ENSG00000165983.15	PTER	16436943	16513745	+
ENSG00000165985.11	C1QL3	16513734	16521879	-
ENSG00000148484.18	RSU1	16590611	16817463	-
ENSG00000107611.16	CUBN	16823966	17129811	-
ENSG00000107614.22	TRDMT1	17137336	17202054	-
ENSG00000026025.16	VIM	17228241	17237593	+
ENSG00000148488.17	ST8SIA6	17315421	17454595	-
ENSG00000165996.14	HACD1	17589032	17617374	-
ENSG00000136738.15	STAM	17644151	17716824	+
ENSG00000148483.9	TMEM236	17752201	17800868	+
ENSG00000260314.3	MRC1	17809348	17911164	+
ENSG00000148482.12	SLC39A12	17951839	18043292	+
ENSG00000165995.24	CACNB2	18140424	18543557	+
ENSG00000241058.4	NSUN6	18545561	18659285	-
ENSG00000165997.5	ARL5B	18659431	18681639	+
ENSG00000204740.11	MALRD1	19048801	19790401	+
ENSG00000120594.17	PLXDC2	19816239	20289856	+
ENSG00000078114.19	NEBL	20779973	21293011	-
ENSG00000180592.17	SKIDA1	21513475	21526368	-
ENSG00000078403.17	MLLT10	21524646	21743630	+
ENSG00000136770.11	DNAJC1	21756548	22003769	-
ENSG00000223601.3	EBLN1	22208475	22218015	-
ENSG00000148444.16	COMMD3	22316386	22320306	+
ENSG00000269897.5	COMMD3-BMI1	22316388	22329542	+
ENSG00000168283.14	BMI1	22321099	22331484	+
ENSG00000077327.16	SPAG6	22345445	22454224	+
ENSG00000150867.14	PIP4K2A	22534854	22714578	-
ENSG00000165309.14	ARMC3	22928024	23038523	+
ENSG00000148450.13	MSRB2	23095579	23122013	+
ENSG00000168267.7	PTF1A	23192312	23194245	+
ENSG00000179133.15	C10orf67	23202696	23344845	-
ENSG00000165312.7	OTUD1	23439075	23442377	+
ENSG00000120549.19	KIAA1217	23694746	24547848	+
ENSG00000107863.20	ARHGAP21	24583609	24723887	-
ENSG00000099256.19	PRTFDC1	24848614	24952606	-
ENSG00000151023.17	ENKUR	24981979	25062279	-
ENSG00000185875.13	THNSL1	25016612	25026664	+
ENSG00000151025.11	GPR158	25174802	25602229	+
ENSG00000095777.17	MYO3A	25934229	26212532	+
ENSG00000136750.13	GAD2	26216665	26304558	+
ENSG00000077420.16	APBB1IP	26438341	26567803	+
ENSG00000148459.16	PDSS1	26697701	26746798	+
ENSG00000136754.18	ABI1	26746593	26861087	-
ENSG00000107890.17	ANKRD26	26973793	27100494	-
ENSG00000136758.20	YME1L1	27110111	27155266	-
ENSG00000120539.15	MASTL	27154824	27187953	+
ENSG00000107897.20	ACBD5	27168135	27243046	-
ENSG00000182077.12	PTCHD3	27397121	27414368	-
ENSG00000099246.18	RAB18	27504174	27543207	+
ENSG00000150051.14	MKX	27672874	27746060	-
ENSG00000169126.16	ODAD2	27775186	27999079	-
ENSG00000150054.19	MPP7	28050993	28334486	-
ENSG00000095787.26	WAC	28532493	28623112	+
ENSG00000095739.11	BAMBI	28677510	28682932	+
ENSG00000120563.10	LYZL1	29289061	29318328	+
ENSG00000197321.16	SVIL	29457338	29736959	-
ENSG00000165757.9	JCAD	30012803	30115494	-
ENSG00000107951.15	MTPAP	30309801	30374448	-
ENSG00000107968.10	MAP3K8	30434021	30461833	+
ENSG00000151033.10	LYZL2	30611779	30629762	-
ENSG00000183621.15	ZNF438	30820207	31031937	-
ENSG00000148516.23	ZEB1	31318495	31529814	+
ENSG00000165322.18	ARHGAP12	31805398	31928876	-
ENSG00000170759.11	KIF5B	32009015	32056425	-
ENSG00000120616.16	EPC1	32267751	32378798	-
ENSG00000216937.14	CCDC7	32446140	32882874	+
ENSG00000150093.20	ITGB1	32887273	33005792	-
ENSG00000099250.18	NRP1	33177492	33336262	-
ENSG00000148498.17	PARD3	34109560	34815325	-
ENSG00000108094.17	CUL2	35008504	35127006	-
ENSG00000095794.21	CREM	35126791	35212958	+
ENSG00000108100.18	CCNY	35247025	35572669	+
ENSG00000177291.4	GJD4	35605341	35608935	+
ENSG00000177283.8	FZD8	35638247	35642296	-
ENSG00000148513.20	ANKRD30A	37125598	37232567	+
ENSG00000198105.16	ZNF248	37776526	37858106	-
ENSG00000175395.16	ZNF25	37949573	37976647	-
ENSG00000189180.16	ZNF33A	38010650	38065088	+
ENSG00000075407.19	ZNF37A	38094334	38150293	+
ENSG00000283930.1	PLD5P1	38094368	38360098	+
ENSG00000196693.15	ZNF33B	42574185	42638570	-
ENSG00000165733.8	BMS1	42782795	42834937	+
ENSG00000165731.22	RET	43077064	43130351	+
ENSG00000169826.8	CSGALNACT2	43138445	43185302	+
ENSG00000198915.12	RASGEF1A	43194535	43267065	-
ENSG00000150201.15	FXYD4	43371636	43376335	+
ENSG00000169813.17	HNRNPF	43385617	43409186	-
ENSG00000243660.12	ZNF487	43436841	43483181	+
ENSG00000196793.14	ZNF239	43556344	43574618	-
