gene_id	gene_name	start	end	strand
ENSG00000277322.1	GOLGA6L6	20531856	20541800	-
ENSG00000230031.10	POTEB2	20835372	20866314	-
ENSG00000278522.5	POTEB3	21405401	21440499	-
ENSG00000280709.2	LINC02203	21552795	21653276	+
ENSG00000182974.3	OR4M2B	21637909	21638992	+
ENSG00000279408.3	OR4N4C	21651844	21652968	+
ENSG00000233917.9	POTEB	21846329	21877735	-
ENSG00000285472.1	OR4M2-OT1	22015233	22095857	+
ENSG00000274102.3	OR4M2	22070241	22083221	+
ENSG00000183706.6	OR4N4	22094522	22095862	+
ENSG00000277865.6	GOLGA6L22	22458903	22469226	+
ENSG00000170113.16	NIPA1	22773063	22829789	+
ENSG00000140157.16	NIPA2	22838644	22869362	+
ENSG00000273749.5	CYFIP1	22867052	22981063	-
ENSG00000275835.5	TUBGCP5	22983192	23039572	-
ENSG00000273976.2	GOLGA6L1	23127066	23136822	-
ENSG00000273756.5	GOLGA6L26	23324535	23334196	-
ENSG00000261739.3	GOLGA8S	23354748	23368341	+
ENSG00000174450.13	GOLGA6L2	23439038	23447243	-
ENSG00000179455.10	MKRN3	23565674	23630075	+
ENSG00000254585.5	MAGEL2	23643549	23647867	-
ENSG00000182636.8	NDN	23685400	23687305	-
ENSG00000185823.5	NPAP1	24675775	24683393	+
ENSG00000128739.23	SNRPN	24823637	24978723	+
ENSG00000273173.6	SNURF	24954987	24977850	+
ENSG00000214265.11	ENSG00000214265	24955034	25000276	+
ENSG00000114062.22	UBE3A	25333728	25439051	-
ENSG00000206190.13	ATP10A	25677273	25865184	-
ENSG00000166206.16	GABRB3	26543552	26939539	-
ENSG00000186297.12	GABRA5	26866911	26949208	+
ENSG00000182256.13	GABRG3	26971181	27541984	+
ENSG00000104044.16	OCA2	27754875	28099315	-
ENSG00000128731.18	HERC2	28111040	28322179	-
ENSG00000237850.8	GOLGA6L24	28347851	28358084	-
ENSG00000153684.16	GOLGA8F	28378621	28392021	+
ENSG00000183629.14	GOLGA8G	28519611	28533014	-
ENSG00000227717.5	GOLGA6L25	28553568	28563779	+
ENSG00000188626.7	GOLGA8M	28698583	28738384	-
ENSG00000261649.7	GOLGA6L7	28841832	28848675	-
ENSG00000034053.15	APBA2	28884483	29118315	+
ENSG00000104059.5	ENTREP2	29120252	29570979	-
ENSG00000185115.6	NSMCE3	29264989	29269822	-
ENSG00000104067.17	TJP1	29699367	29968915	-
ENSG00000179938.13	GOLGA8J	30082955	30096690	+
ENSG00000261247.2	GOLGA8T	30135051	30148748	+
ENSG00000166664.15	CHRFAM7A	30360566	30393849	-
ENSG00000186399.11	GOLGA8R	30400562	30414260	-
ENSG00000178115.12	GOLGA8Q	30552050	30565684	+
ENSG00000261794.2	GOLGA8H	30604028	30617752	+
ENSG00000285077.4	ARHGAP11B	30624494	30649529	+
ENSG00000284906.3	ENSG00000284906	30624548	30773002	+
ENSG00000198690.10	FAN1	30890559	30943108	+
ENSG00000166912.17	MTMR10	30938941	30991628	-
ENSG00000134160.17	TRPM1	31001065	31161160	-
ENSG00000169926.11	KLF13	31326835	31435665	+
ENSG00000169918.10	OTUD7A	31475398	31870789	-
ENSG00000175344.19	CHRNA7	31923438	32173018	+
ENSG00000249931.5	GOLGA8K	32389599	32403292	-
ENSG00000206127.11	GOLGA8O	32441914	32455634	-
ENSG00000232653.9	GOLGA8N	32593456	32607310	+
ENSG00000288864.1	ARHGAP11A-SCG5	32613860	32697095	+
ENSG00000198826.11	ARHGAP11A	32615144	32639941	+
ENSG00000166922.9	SCG5	32641676	32697098	+
ENSG00000166923.12	GREM1	32718004	32745106	+
ENSG00000248905.10	FMN1	32765544	33194714	-
ENSG00000198838.15	RYR3	33310962	33866121	+
ENSG00000169857.9	AVEN	33858782	34075155	-
ENSG00000184984.10	CHRM5	33968497	34067458	+
ENSG00000134153.10	EMC7	34084017	34101862	-
ENSG00000182405.6	PGBD4	34102083	34108686	+
ENSG00000134152.11	KATNBL1	34140674	34210096	-
ENSG00000128463.13	EMC4	34225013	34230156	+
ENSG00000140199.13	SLC12A6	34229784	34338060	-
ENSG00000182117.7	NOP10	34339159	34343180	-
ENSG00000184507.17	NUTM1	34343315	34357737	+
ENSG00000176454.15	LPCAT4	34358633	34367196	-
ENSG00000175265.19	GOLGA8A	34378935	34437808	-
ENSG00000215252.12	GOLGA8B	34525095	34588503	-
ENSG00000159248.5	GJD2	34751032	34754998	-
ENSG00000159251.10	ACTC1	34790107	34795589	-
ENSG00000021776.11	AQR	34851782	34969742	-
ENSG00000198146.4	ZNF770	34978341	34988287	-
ENSG00000255192.7	NANOGP8	35083410	35085295	-
ENSG00000134146.12	DPH6	35217345	35546193	-
ENSG00000186073.14	CDIN1	36579626	36810248	+
ENSG00000134138.22	MEIS2	36889204	37101299	-
ENSG00000166069.14	TMCO5A	37921939	37967724	+
ENSG00000166068.13	SPRED1	38252836	38357249	+
ENSG00000171262.11	FAM98B	38454127	38487710	+
ENSG00000172575.14	RASGRP1	38488103	38565575	-
ENSG00000137801.11	THBS1	39581079	39599466	+
ENSG00000150667.8	FSIP1	39588357	39782841	-
ENSG00000166073.12	GPR176	39799008	39920936	-
ENSG00000128829.12	EIF2AK4	39934115	40035591	+
ENSG00000140319.11	SRP14	40035690	40039181	-
ENSG00000104081.14	BMF	40087890	40108892	-
ENSG00000156970.13	BUB1B	40161023	40221123	+
ENSG00000137843.12	PAK6	40217428	40277487	+
ENSG00000259288.7	BUB1B-PAK6	40218500	40264890	+
ENSG00000137841.12	PLCB2	40278176	40307935	-
ENSG00000230778.2	ANKRD63	40278372	40283064	-
ENSG00000259330.3	INAFM2	40323692	40326715	+
ENSG00000188549.13	CCDC9B	40331452	40340939	-
ENSG00000233041.8	PHGR1	40351033	40356434	+
ENSG00000140323.6	DISP2	40358219	40378621	+
ENSG00000128944.14	KNSTRN	40382721	40394288	+
ENSG00000128928.10	IVD	40405485	40435947	+
ENSG00000140320.12	BAHD1	40439721	40468236	+
ENSG00000169105.8	CHST14	40470984	40473158	+
ENSG00000128891.17	CCDC32	40528683	40565054	-
ENSG00000166133.18	RPUSD2	40569299	40574949	+
ENSG00000137812.21	KNL1	40594020	40664342	+
ENSG00000051180.17	RAD51	40694774	40732340	+
ENSG00000137824.16	RMDN3	40735884	40755851	-
ENSG00000137880.6	GCHFR	40764068	40767708	+
ENSG00000104129.10	DNAJC17	40765161	40807478	-
ENSG00000188277.10	C15orf62	40769980	40772449	+
ENSG00000166140.17	ZFYVE19	40807086	40815084	+
ENSG00000166143.10	PPP1R14D	40815451	40828709	-
ENSG00000166145.15	SPINT1	40844018	40858207	+
ENSG00000104140.7	RHOV	40872214	40874234	-
ENSG00000104142.11	VPS18	40894450	40903975	+
ENSG00000128917.8	DLL4	40929340	40939073	+
ENSG00000128965.13	CHAC1	40952962	40956512	+
ENSG00000128908.19	INO80	40978880	41116280	-
ENSG00000178997.12	EXD1	41182725	41230757	-
ENSG00000187446.12	CHP1	41230839	41281887	+
ENSG00000285920.2	ENSG00000285920	41284007	41380996	+
ENSG00000104147.9	OIP5	41309273	41332591	-
ENSG00000137804.14	NUSAP1	41320794	41381050	+
ENSG00000137806.10	NDUFAF1	41387218	41409403	-
ENSG00000137815.15	RTF1	41408408	41483563	+
ENSG00000137825.11	ITPKA	41493393	41503551	+
ENSG00000062524.16	LTK	41503637	41513887	-
ENSG00000103932.12	RPAP1	41517176	41544269	-
ENSG00000092445.12	TYRO3	41557675	41583589	+
ENSG00000174197.19	MGA	41621134	41773081	+
ENSG00000137802.14	MAPKBP1	41774434	41827855	+
ENSG00000243789.11	JMJD7	41828092	41837581	+
ENSG00000168970.22	JMJD7-PLA2G4B	41828095	41848155	+
ENSG00000243708.11	PLA2G4B	41837775	41848147	+
ENSG00000137877.10	SPTBN5	41848146	41894053	-
ENSG00000103966.11	EHD4	41895933	41972557	-
