gene_id	gene_name	start	end	strand
ENSG00000257115.2	OR11H12	18601117	18602097	+
ENSG00000222036.8	POTEM	18967434	19003752	+
ENSG00000187537.13	POTEG	19402486	19434341	-
ENSG00000258453.4	OR11H2	19712936	19713883	-
ENSG00000176294.6	OR4N2	19719015	19830253	+
ENSG00000182652.4	OR4Q3	19743571	19749469	+
ENSG00000176299.5	OR4M1	19773504	19783696	+
ENSG00000176290.8	OR4K3	19868197	19869143	-
ENSG00000165762.3	OR4K2	19875142	19883932	+
ENSG00000176281.5	OR4K5	19920607	19921578	+
ENSG00000155249.5	OR4K1	19930917	19936757	+
ENSG00000169488.7	OR4K15	19975591	19976565	+
ENSG00000196383.7	OR4Q2	19999913	20004760	+
ENSG00000169484.4	OR4K14	20014143	20019307	-
ENSG00000176253.4	OR4K13	20029399	20036038	-
ENSG00000176246.1	OR4L1	20060045	20060983	+
ENSG00000176230.7	OR4K17	20110739	20122199	+
ENSG00000184394.3	OR4N5	20138820	20145471	+
ENSG00000196832.5	OR11G2	20190896	20201075	+
ENSG00000176219.3	OR11H6	20223710	20224702	+
ENSG00000258806.2	OR11H7	20229402	20230346	+
ENSG00000176198.4	OR11H4	20239286	20244349	+
ENSG00000136319.12	TTC5	20256558	20305960	-
ENSG00000100814.19	CCNB1IP1	20311368	20333312	-
ENSG00000129484.14	PARP2	20343615	20357904	+
ENSG00000129566.13	TEP1	20365667	20413501	-
ENSG00000185271.9	KLHL33	20425852	20436166	-
ENSG00000092094.11	OSGEP	20446401	20455089	-
ENSG00000100823.12	APEX1	20455191	20457772	+
ENSG00000165782.11	PIP4P1	20457681	20461465	-
ENSG00000198805.13	PNP	20461992	20477094	+
ENSG00000182545.7	RNASE10	20505537	20513884	+
ENSG00000188655.11	RNASE9	20556093	20561047	-
ENSG00000259060.7	ENSG00000259060	20582892	20609795	-
ENSG00000173464.16	RNASE11	20582892	20609884	-
ENSG00000258436.2	RNASE12	20590073	20591376	-
ENSG00000181803.3	OR6S1	20640696	20641691	-
ENSG00000214274.10	ANG	20684177	20698971	+
ENSG00000258818.4	RNASE4	20684560	20701216	+
ENSG00000259171.1	ENSG00000259171	20684587	20700576	+
ENSG00000181562.5	EDDM3A	20745887	20748380	+
ENSG00000181552.4	EDDM3B	20768404	20770948	+
ENSG00000169413.3	RNASE6	20781268	20782467	+
ENSG00000129538.14	RNASE1	20801228	20802855	-
ENSG00000169397.4	RNASE3	20891385	20892348	+
ENSG00000169385.3	RNASE2	20955487	20956436	+
ENSG00000165792.18	METTL17	20989973	20997035	+
ENSG00000165794.10	SLC39A2	20999255	21001871	+
ENSG00000165795.25	NDRG2	21016763	21070872	-
ENSG00000179636.15	TPPP2	21024109	21036276	+
ENSG00000206150.4	RNASE13	21032818	21034807	-
ENSG00000165799.5	RNASE7	21042316	21044234	+
ENSG00000173431.2	RNASE8	21057822	21058455	+
ENSG00000165801.10	ARHGEF40	21070273	21090248	+
ENSG00000165804.16	ZNF219	21090077	21104722	-
ENSG00000232070.9	TMEM253	21098811	21103724	+
ENSG00000169327.5	OR5AU1	21148370	21159060	-
ENSG00000092199.19	HNRNPC	21209136	21269494	-
ENSG00000092200.13	RPGRIP1	21280083	21351301	+
ENSG00000092201.10	SUPT16H	21351476	21384019	-
ENSG00000100888.15	CHD8	21385194	21456126	-
ENSG00000129472.15	RAB2B	21459020	21476960	-
ENSG00000092203.15	TOX4	21476597	21499175	+
ENSG00000165819.12	METTL3	21498133	21511342	-
ENSG00000165821.12	SALL2	21521080	21537216	-
ENSG00000169208.3	OR10G3	21568520	21580076	-
ENSG00000255582.1	OR10G2	21633836	21634940	-
ENSG00000221977.3	OR4E2	21653835	21667642	+
ENSG00000276240.4	OR4E1	21667886	21673818	-
ENSG00000129562.11	DAD1	22564907	22589224	-
ENSG00000100439.11	ABHD4	22598290	22612963	+
ENSG00000255804.2	OR6J1	22630929	22644352	-
ENSG00000155463.14	OXA1L	22766522	22773042	+
ENSG00000155465.21	SLC7A7	22773222	22829820	-
ENSG00000172590.18	MRPL52	22829879	22835037	+
ENSG00000157227.14	MMP14	22836560	22849041	+
ENSG00000197324.9	LRP10	22871740	22881713	+
ENSG00000139890.10	REM2	22883222	22887678	+
ENSG00000100461.18	RBM23	22893204	22919182	-
ENSG00000100462.16	PRMT5	22920525	22929408	-
ENSG00000092036.19	HAUS4	22946228	22957161	-
ENSG00000259132.1	ENSG00000259132	22946270	22982258	-
ENSG00000129474.17	AJUBA	22971177	22982551	-
ENSG00000100802.15	C14orf93	22985894	23010166	-
ENSG00000100804.19	PSMB5	23016543	23035230	-
ENSG00000222028.5	PSMB11	23042212	23044060	+
ENSG00000139880.21	CDH24	23047062	23057538	-
ENSG00000100813.15	ACIN1	23058564	23095614	-
ENSG00000179933.6	C14orf119	23095505	23100456	+
ENSG00000283654.3	CIROP	23099062	23104989	-
ENSG00000092067.7	CEBPE	23117036	23120256	-
ENSG00000092068.21	SLC7A8	23125295	23183674	-
ENSG00000215277.9	RNF212B	23185316	23273477	+
ENSG00000290292.10	HOMEZ	23272422	23299796	-
ENSG00000235194.9	PPP1R3E	23295652	23302859	-
ENSG00000129473.11	BCL2L2	23298790	23311751	+
ENSG00000258643.6	BCL2L2-PABPN1	23306833	23326175	+
ENSG00000100836.11	PABPN1	23321457	23326163	+
ENSG00000092096.19	SLC22A17	23346314	23352912	-
ENSG00000100842.13	EFS	23356403	23365752	-
ENSG00000166090.8	IL25	23372809	23376403	+
ENSG00000166091.21	CMTM5	23376773	23379772	+
