gene_name,gstart,gend,midpoint,n_seg,max_h12_500kb,max_h2h1_500kb,n_windows
DEFB125,87250,97094,92172,15151,0.49994218984853744,0.12065420560747672,296
DEFB126,142590,145751,144170,16583,0.49994218984853744,0.12065420560747672,324
DEFB127,157454,159163,158308,16968,0.49994218984853744,0.12065420560747672,332
DEFB128,187853,189711,188782,17770,0.49994218984853744,0.12065420560747672,348
DEFB129,227258,229886,228572,18922,0.49994218984853744,0.12065420560747672,371
DEFB132,257724,261096,259410,19844,0.49994218984853744,0.12065420560747672,389
C20orf96,270863,290778,280820,20457,0.49994218984853744,0.12065420560747672,402
ZCCHC3,297570,300321,298945,20984,0.49994218984853744,0.12065420560747672,412
SOX12,325552,330224,327888,21967,0.49994218984853744,0.12065420560747672,432
NRSN2,346782,359660,353221,22681,0.49994218984853744,0.12065420560747672,446
TRIB3,362835,397559,380197,23458,0.49994218984853744,0.12065420560747672,462
RBCK1,407498,432139,419818,24640,0.49994218984853744,0.12065420560747672,485
TBC1D20,423596,462566,443081,25363,0.49994218984853744,0.12065420560747672,500
CSNK2A1,472498,543835,508166,27328,0.49994218984853744,0.12065420560747672,539
TCF15,604257,610309,607283,28457,0.4996531390912245,0.11983161833489255,562
SRXN1,646615,653200,649907,28435,0.49994218984853744,0.12065420560747672,561
ENSG00000270299,646626,675800,661213,28344,0.5147993987744248,0.008832425892316998,559
SCRT2,661596,675802,668699,28274,0.49901722742513577,0.007998000499875034,558
SLC52A3,760080,776015,768047,27649,0.5150884495317378,0.11607142857142864,545
FAM110A,833715,857463,845589,27053,0.4664123020002313,0.03507692307692309,534
ANGPT4,869900,916334,893117,26615,0.4926003006127877,0.13153036736200854,525
RSPO4,958452,1002311,980381,26201,0.5021967857555787,0.0644713188429482,517
PSMF1,1113240,1189415,1151327,25031,0.5326627355763672,0.0640470297029703,493
TMEM74B,1180561,1185415,1182988,25113,0.6314024742744826,0.09823446327683617,495
C20orf202,1203454,1209076,1206265,25131,0.6394380853277835,0.10153391500140728,495
RAD21L1,1226044,1296421,1261232,24889,0.6399005665394842,0.10254427888670228,490
SNPH,1266280,1309328,1287804,24750,0.6394380853277835,0.10153391500140728,488
SDCBP2,1309909,1329139,1319524,24416,0.6399005665394842,0.09662171555679133,481
ENSG00000274322,1317571,1393096,1355333,24235,0.6399005665394842,0.09662171555679133,477
FKBP1A,1368977,1393164,1381070,24179,0.6399005665394842,0.09662171555679133,476
NSFL1C,1442162,1473842,1458002,23822,0.6399005665394842,0.10254427888670228,469
SIRPB2,1470741,1491587,1481164,23788,0.6394380853277835,0.10153391500140728,468
SIRPD,1534251,1557705,1545978,23995,0.6394380853277835,0.10153391500140728,472
ENSG00000260861,1540144,1620009,1580076,24272,0.6399005665394842,0.10254427888670228,478
SIRPB1,1561385,1620061,1590723,24279,0.6394380853277835,0.10153391500140728,478
SIRPG,1629152,1657779,1643465,24362,0.6399005665394842,0.09662171555679133,480
SIRPA,1894167,1940592,1917379,25277,0.7414730026592671,0.0036968576709796677,498
PDYN,1978757,1994285,1986521,25280,0.7693374956642387,0.003355976063399644,498
STK35,2101827,2177038,2139432,26250,0.7414730026592671,0.0036968576709796677,518
ENSG00000286022,2207328,2341059,2274193,26412,0.7690484449069257,0.005818398029389282,521
