gene_name,gstart,gend,midpoint,n_seg,max_h12_500kb,max_h2h1_500kb,n_windows
TUBB8B,47221,73545,60383,15281,0.30968988594589497,0.4502770083102493,298
USP14,158383,214629,186506,18862,0.30968988594589497,0.4502770083102493,370
THOC1,214520,268050,241285,20568,0.30968988594589497,0.4502770083102493,404
COLEC12,316737,500722,408729,25510,0.30968988594589497,0.4502770083102493,503
CETN1,580380,582114,581247,27813,0.341078329720049,0.1412730095364826,549
CLUL1,596988,650334,623661,27754,0.341078329720049,0.1412730095364826,548
TYMS,657653,673578,665615,27535,0.35121123574323687,0.11538461538461538,543
ENOSF1,670318,712662,691490,27365,0.35121123574323687,0.11538461538461538,540
YES1,721588,812546,767067,27538,0.5200301630690923,0.45425188374596326,543
ADCYAP1,904871,912172,908521,26827,0.5918559713450844,0.4437086092715232,529
METTL4,2537525,2571509,2554517,26651,0.364313318880196,0.06446208112874775,526
NDC80,2571557,2616635,2594096,26879,0.37025167310773865,0.06371191135734068,530
SMCHD1,2655726,2805017,2730371,27307,0.3599302479027241,0.38328847565451424,539
EMILIN2,2847006,2916003,2881504,27620,0.37025167310773865,0.06371191135734068,545
LPIN2,2885296,3013144,2949220,27856,0.3355641436516165,0.05598741439940772,550
MYOM1,3066807,3219968,3143387,28402,0.30935997737769816,0.04699177877428997,561
MYL12A,3247481,3256236,3251858,28500,0.3355641436516165,0.05598741439940772,563
MYL12B,3261479,3278461,3269970,28511,0.32444151192383824,0.0577773505095174,563
TGIF1,3411608,3459978,3435793,27854,0.30935997737769816,0.04699177877428997,550
DLGAP1,3496032,4455307,3975669,26556,0.38641719294938254,0.09013722126929671,524
AKAIN1,5142911,5197503,5170207,26465,0.42921104722405495,0.024438999226205817,522
ZBTB14,5289019,5297053,5293036,26229,0.42294278442831545,0.024895178197064972,517
EPB41L3,5392381,5630700,5511540,26387,0.42294278442831545,0.024895178197064972,520
TMEM200C,5882072,5895955,5889013,25245,0.506032613818456,0.00980094978276245,497
