gene_name,gstart,gend,midpoint,n_seg,max_h12_500kb,max_h2h1_500kb,n_windows
WASHC1,14475,73865,44170,18671,0.5225450713237233,0.3302017610760592,366
FOXD4,116231,118417,117324,21517,0.5225450713237233,0.3302017610760592,423
ZNG1A,120837,179147,149992,22805,0.5225450713237233,0.3302017610760592,449
DOCK8,214854,465259,340056,30808,0.5225450713237233,0.3302017610760592,609
KANK1,470291,746105,608198,37845,0.6051601490458806,0.034991701572749556,749
DMRT1,841690,969090,905390,37428,0.5315781549926607,0.03847373906738568,741
DMRT3,976655,991732,984193,37677,0.5183860890511499,0.35741485085678015,746
DMRT2,1049858,1057552,1053705,37812,0.44303511611276297,0.1234519619345587,749
SMARCA2,1980290,2193624,2086957,35675,0.5442997478264142,0.35865831481107296,706
VLDLR,2621182,2660056,2640619,33579,0.544996048025895,0.007876969242310582,664
KCNV2,2717510,2730037,2723773,33015,0.544996048025895,0.007876969242310582,653
PUM3,2720469,2844095,2782282,32254,0.5277390944333623,0.18834544088176353,638
RFX3,3218297,3526004,3372150,30196,0.544996048025895,0.007876969242310582,596
GLIS3,3824127,4348392,4086259,33319,0.6102224396853476,0.03152134404910947,659
SLC1A1,4490468,4587469,4538968,35173,0.43460423802175463,0.3116927260367098,696
SPATA6L,4553386,4666674,4610030,34730,0.43460423802175463,0.3116927260367098,687
PLPP6,4662294,4665258,4663776,34459,0.4424329105348339,0.3053149752017175,682
CDC37L1,4679559,4708399,4693979,34178,0.45146599420377137,0.08299006542282526,676
AK3,4709556,4742043,4725799,33905,0.4474199254770598,0.08395568070519094,671
RCL1,4792944,4885917,4839430,32959,0.7762429899506945,0.12830431979368145,652
JAK2,4984390,5129948,5057169,31361,0.7870450525047987,0.13381917193881637,620
INSL6,5123880,5185647,5154763,30853,0.7870450525047987,0.13381917193881637,610
INSL4,5231419,5235304,5233361,30845,0.7870450525047987,0.13381917193881637,609
RLN2,5299864,5304716,5302290,30120,0.7870450525047987,0.13381917193881637,595
RLN1,5334930,5339876,5337403,29839,0.7870450525047987,0.13381917193881637,589
PLGRKT,5357971,5437925,5397948,29706,0.7870450525047987,0.13381917193881637,587
CD274,5450503,5470566,5460534,29027,0.7870450525047987,0.13381917193881637,573
PDCD1LG2,5510531,5571282,5540906,28959,0.7655914787910724,0.13867041973673316,572
RIC1,5629025,5776557,5702791,28933,0.7870450525047987,0.13381917193881637,571
ERMP1,5749832,5879537,5814684,28663,0.5586021303022317,0.04668006167936077,566
BRD10,5881596,6008482,5945039,27916,0.5589408709398171,0.05217762191365334,551
MLANA,5890889,5910606,5900747,28413,0.5589408709398171,0.05217762191365334,561
RANBP6,6011025,6015625,6013325,27971,0.5586021303022317,0.04668006167936077,552
IL33,6215786,6257983,6236884,29777,0.5586021303022317,0.04668006167936077,588
TPD52L3,6328375,6331891,6330133,30887,0.549870149422259,0.048479946714877,610
UHRF2,6413151,6507054,6460102,31936,0.5586021303022317,0.04668006167936077,631
GLDC,6532467,6645729,6589098,33024,0.5453724265121005,0.05639614855570838,653
KDM4C,6720863,7175648,6948255,35012,0.4975347209153524,0.05389871808454283,693
DMAC1,7796500,7888380,7842440,32940,0.4497346531672249,0.34495442187749903,651
PTPRD,8314246,10613002,9463624,34189,0.5126086792878919,0.19714414356467477,676
TYRP1,12685439,12710285,12697862,30162,0.5148293123565058,0.28698163812667626,596
LURAP1L,12775020,12823060,12799040,29442,0.5148293123565058,0.28698163812667626,581
MPDZ,13105706,13279692,13192699,28560,0.5150739583725394,0.30218715393133994,564
NFIB,14081843,14398983,14240413,30163,0.5761601866837293,0.021898411130320226,596
ZDHHC21,14611071,14693432,14652251,30103,0.41467499717716133,0.0988083416087388,595
CER1,14719724,14722733,14721228,30185,0.41467499717716133,0.0988083416087388,596
FREM1,14737152,14910995,14824073,30612,0.42246603184161996,0.037516892884423274,605
TTC39B,15163622,15307360,15235491,31570,0.4562271820542736,0.08459681911009341,624
SNAPC3,15422734,15465953,15444343,31099,0.4915503029846814,0.09779136373650579,614
PSIP1,15464066,15510995,15487530,31040,0.4915503029846814,0.09779136373650579,613
CCDC171,15553043,16061663,15807353,30664,0.496386766532425,0.1048240039785599,606
BNC2,16409503,16870843,16640173,31306,0.7128232150250292,0.0032786419893266736,619
CNTLN,17134982,17503923,17319452,32147,0.5299785464262864,0.01876099676746183,635
SH3GL2,17579066,17797124,17688095,31202,0.5669765516203094,0.004918839153959668,617
ADAMTSL1,17906563,18910950,18408756,29583,0.48087997290074896,0.21345172341466814,584
SAXO1,18858906,19049358,18954132,31173,0.47498964959162937,0.40980728719669207,616
RRAGA,19049427,19051025,19050226,31746,0.5050434717151566,0.41662379657529197,627
HAUS6,19053141,19102904,19078022,32031,0.545146599420377,0.033964669459114895,633
PLIN2,19108375,19149290,19128832,31771,0.5676540328954797,0.031731187472814254,628
DENND4C,19230435,19374281,19302358,31440,0.5541796830893145,0.03324991061851983,621
RPS6,19375715,19380236,19377975,31199,0.5450713237231359,0.03378870673952639,616
ACER2,19409009,19452505,19430757,31118,0.5363393428431631,0.03505843071786309,615
SLC24A2,19507452,19789037,19648244,30467,0.5541796830893145,0.03324991061851983,602
MLLT3,20341669,20622499,20482084,27731,0.5175580563814972,0.1909998735937302,547
FOCAD,20658309,20995955,20827132,26863,0.47066129700026355,0.057941095513349805,530
HACD4,20999509,21031640,21015574,27218,0.5107456057811736,0.06061642034397512,537
IFNB1,21077104,21077942,21077523,27233,0.3810267605103692,0.1572143131973836,537
IFNW1,21140632,21141832,21141232,27529,0.5108585193270353,0.060912771439087174,543
IFNA21,21165637,21166660,21166148,27614,0.3810267605103692,0.1572143131973836,545
IFNA4,21186618,21187587,21187102,27800,0.5107456057811736,0.06061642034397512,549
IFNA7,21201469,21202205,21201837,27901,0.45664119838909994,0.06630518064478103,551
IFNA10,21206181,21207143,21206662,27942,0.5107456057811736,0.06061642034397512,551
IFNA16,21216373,21217311,21216842,27996,0.5108585193270353,0.060912771439087174,552
IFNA17,21227243,21228222,21227732,28086,0.519327035266664,0.06445445497878577,554
IFNA14,21239002,21240005,21239503,28202,0.5108585193270353,0.060912771439087174,557
IFNA5,21304326,21305313,21304819,28255,0.5107456057811736,0.06061642034397512,558
KLHL9,21329665,21335404,21332534,28420,0.519327035266664,0.06445445497878577,561
IFNA6,21350253,21350956,21350604,28504,0.4731265760849109,0.0752437102329111,563
IFNA13,21367372,21368057,21367714,28550,0.519327035266664,0.06445445497878577,564
IFNA2,21384255,21385398,21384826,28546,0.5194775866611463,0.06484632703282892,563
IFNA8,21409117,21410185,21409651,28582,0.5107456057811736,0.06061642034397512,564
IFNA1,21440439,21441316,21440877,28463,0.5406676954345289,0.25499806526505886,562
IFNE,21480839,21482313,21481576,28483,0.5108585193270353,0.060912771439087174,562
MTAP,21802636,21937651,21870143,27668,0.6196695396891114,0.008733920108327693,546
CDKN2A,21967752,21995301,21981526,28075,0.6196695396891114,0.008733920108327693,554
CDKN2B,22002903,22009305,22006104,27971,0.6242989950694419,0.009465174977829324,552
DMRTA1,22446824,22455740,22451282,28392,0.6339719221649291,0.009244966442953022,560
ELAVL2,23690104,23826337,23758220,28863,0.4939779442207083,0.20776363882496274,570
IZUMO3,24542952,24545946,24544449,29791,0.6279875042342579,0.0038253108065030316,588
TUSC1,25676969,25678444,25677706,28941,0.4722232677180173,0.045427537406147,571
CAAP1,26840685,26892803,26866744,28169,0.6504761187850501,0.06745612180164941,556
PLAA,26903372,26947242,26925307,28120,0.6406902781437013,0.06875026906022644,555
IFT74,26947039,27066134,27006586,27747,0.6455643795400654,0.068079023724185,547
LRRC19,26993136,27005672,26999404,27828,0.6504761187850501,0.06745612180164941,549
TEK,27109141,27230174,27169657,27331,0.46998381572509323,0.11256445730096838,539
EQTN,27284654,27297150,27290902,27529,0.4527833189054913,0.10694840549649981,543
MOB3B,27325209,27529814,27427511,27442,0.43550754638864847,0.10975771216735068,541
IFNK,27524290,27526498,27525394,27852,0.4244984756671309,0.1843575418994413,550
C9orf72,27535640,27573866,27554753,28205,0.43494297865933984,0.2030316441690638,557
LINGO2,27937617,29213601,28575609,27809,0.4117768828333772,0.10869716593551977,549
ACO1,32384603,32454769,32419686,25746,0.5694794685535777,0.13153900363202675,507
RIGI,32455302,32526348,32490825,25599,0.5467650269110617,0.13385938118671864,504
ENSG00000288684,32455323,32552603,32503963,25506,0.5694794685535777,0.13153900363202675,503
TOPORS,32540544,32552586,32546565,25618,0.5467650269110617,0.13385938118671864,505
SMIM27,32551144,32568621,32559882,25483,0.5694794685535777,0.13153900363202675,502
NDUFB6,32553001,32573184,32563092,25454,0.5741277428582183,0.13034142151599734,502
TAF1L,32629454,32635669,32632561,25278,0.5694794685535777,0.13153900363202675,498
TMEM215,32783540,32789201,32786370,24301,0.5512815687455305,0.13251932340091843,479
APTX,32886601,33025130,32955865,24617,0.5467650269110617,0.13385938118671864,485
DNAJA1,33025273,33039907,33032590,24749,0.5648876510218676,0.12846806658687832,487
SMU1,33041765,33076674,33059219,24731,0.5470284918514057,0.13910373066424014,487
B4GALT1,33104082,33167356,33135719,25116,0.5507734577891528,0.15973716345874275,495
SPINK4,33218365,33248567,33233466,24656,0.5284542135571529,0.16824514236832452,486
BAG1,33247820,33264720,33256270,24583,0.5284542135571529,0.16824514236832452,484
CHMP5,33264879,33282070,33273474,24490,0.5066430802815309,0.15091691616766453,482
NFX1,33290512,33371157,33330834,24718,0.5284542135571529,0.16824514236832452,487
AQP7,33383179,33402682,33392930,24790,0.41476909179871274,0.23085621970920844,488
AQP3,33441156,33447596,33444376,24632,0.40750498701494225,0.23784407450140105,485
NOL6,33461353,33473930,33467641,24600,0.41476909179871274,0.23085621970920844,485
ANKRD18B,33524251,33608848,33566549,24810,0.4021792314351311,0.18677555321390937,489
PRSS3,33750679,33799231,33774955,25291,0.41476909179871274,0.23085621970920844,498
UBE2R2,33817160,33920399,33868779,25575,0.3946516617110166,0.19109726069559868,504
UBAP2,33921693,34049388,33985540,24707,0.3946516617110166,0.19109726069559868,487
DCAF12,34086387,34127399,34106893,24316,0.4021792314351311,0.18677555321390937,479
UBAP1,34179005,34252523,34215764,24201,0.32867251307915246,0.07997956296179844,477
KIF24,34252380,34329268,34290824,24268,0.32867251307915246,0.07997956296179844,478
NUDT2,34329506,34343711,34336608,23822,0.33657646128947266,0.17465545635780533,469
MYORG,34366666,34376898,34371782,23736,0.34002032443825503,0.17247729998286795,467
SPMIP6,34379019,34397828,34388423,23820,0.35524483420527686,0.24974416224765097,469
FAM219A,34398184,34458570,34428377,23753,0.35001317324701714,0.39470679813181103,468
DNAI1,34457414,34520988,34489201,23529,0.34999435432270687,0.3946439692754827,463
ENHO,34521043,34522990,34522016,23242,0.35774775113854484,0.406714140386572,457
CNTFR,34551432,34590140,34570786,22913,0.3914148067296473,0.3694029850746271,451
RPP25L,34610486,34612104,34611295,22590,0.4368813278632993,0.5134710181879995,444
DCTN3,34613545,34620523,34617034,22557,0.4368813278632993,0.5134710181879995,444
