gene_name,gstart,gend,midpoint,n_seg,max_h12_500kb,max_h2h1_500kb,n_windows
TUBA3C,19173772,19181824,19177798,32682,0.43585634838344806,0.5142857142857143,646
TPTE2,19422876,19561625,19492250,30864,0.42369686115562255,0.4872926986861942,610
MPHOSPH8,19633659,19673441,19653550,28544,0.42440380808747286,0.5031162690737159,563
PSPC1,19674752,19783019,19728885,27553,0.4870393062494107,0.033584858980702605,544
ZMYM5,19823482,19863649,19843565,27549,0.4870393062494107,0.033584858980702605,543
ZMYM2,19958677,20091829,20025253,27408,0.4870393062494107,0.033584858980702605,541
GJA3,20138255,20161052,20149653,27518,0.5072579885003298,0.03999754239370851,543
GJB2,20187463,20192938,20190200,27503,0.5072579885003298,0.03999754239370851,543
GJB6,20221962,20232365,20227163,27528,0.5072579885003298,0.03999754239370851,543
CRYL1,20403666,20525873,20464769,26826,0.5072579885003298,0.03999754239370851,529
IFT88,20567138,20691444,20629291,27509,0.46715053256668854,0.0355106272680145,543
IL17D,20702127,20723098,20712612,27828,0.39565463285889335,0.088573883161512,549
EEF1AKMT1,20728731,20773961,20751346,27674,0.38373079460835136,0.0864067439409905,546
XPO4,20777329,20903048,20840188,27705,0.39565463285889335,0.088573883161512,547
LATS2,20973036,21061586,21017311,27424,0.43708172306532195,0.481371718882303,541
SAP18,21140119,21149097,21144608,27258,0.41832406447356013,0.47438728196069757,538
SKA3,21153595,21176552,21165073,27240,0.41832406447356013,0.47438728196069757,537
MRPL57,21176658,21179084,21177871,27245,0.41832406447356013,0.47438728196069757,537
ZDHHC20,21348784,21459370,21404077,28055,0.43081346026958234,0.4600471293916023,554
MICU2,21492691,21604181,21548436,28147,0.41832406447356013,0.47438728196069757,555
FGF9,21671073,21704498,21687785,27550,0.42454519747384284,0.4671596346237493,544
SGCG,23180979,23325162,23253070,29178,0.28174191724007913,0.1790661877886096,576
SACS,23288689,23433763,23361226,28729,0.3350928456970496,0.20707547169811333,567
TNFRSF19,23570370,23676104,23623237,27759,0.46691488358940514,0.4273250049573665,548
MIPEP,23730189,23889400,23809794,27157,0.47931001979451415,0.43965851765618935,536
C1QTNF9B,23891099,23897502,23894300,28566,0.48600245074936377,0.4331739961759082,564
ENSG00000273167,23979700,24321031,24150365,29490,0.48600245074936377,0.4331739961759082,582
SPATA13,23979805,24307074,24143439,29426,0.47931001979451415,0.43965851765618935,581
C1QTNF9,24307166,24322535,24314850,29791,0.48600245074936377,0.4331739961759082,588
PARP4,24420931,24512778,24466854,29228,0.382269770949194,0.07445432497978981,577
ATP12A,24680408,24712472,24696440,29316,0.3920727684041851,0.082626060908637,579
RNF17,24764169,24879921,24822045,28985,0.3920727684041851,0.07795831281798783,572
CENPJ,24882279,24922889,24902584,27954,0.2959751154679988,0.11556438420191634,552
PABPC3,25096136,25099254,25097695,27405,0.42888113865585814,0.35714285714285704,541
AMER2,25161679,25172288,25166983,27142,0.39254406635875194,0.4708863743517208,535
MTMR6,25246222,25287510,25266866,26729,0.4217645395418983,0.3470701867353508,527
NUP58,25301524,25365390,25333457,26811,0.39254406635875194,0.4708863743517208,529
ATP8A2,25371974,26025851,25698912,26802,0.42888113865585814,0.35714285714285704,529
SHISA2,26044597,26052016,26048306,26350,0.39362805165425574,0.03818827708703373,520
RNF6,26132115,26222314,26177214,26377,0.38830238476765006,0.040934354814480975,520
CDK8,26254104,26420982,26337543,26921,0.4478273164294466,0.020347424684159367,531
WASF3,26557683,26688948,26623315,26914,0.4478273164294466,0.020347424684159367,531
GPR12,26755200,26760786,26757993,26694,0.4060231878593646,0.4160847037621085,526
USP12,27066156,27171811,27118983,26701,0.41163163351871046,0.43663388466696446,527
RPL21,27251362,27256691,27254026,26392,0.4351022716561409,0.021235279378601833,520
RASL11A,27270830,27275192,27273011,26516,0.3391460081063248,0.10492770167427701,523
GTF3A,27424619,27435823,27430221,26234,0.3206239984918465,0.06970535890844373,517
MTIF3,27435643,27450591,27443117,26251,0.33151098124234135,0.04260395364689841,518
LNX2,27545913,27620529,27583221,26356,0.35917617117541706,0.06790897688586273,520
POLR1D,27620742,27744237,27682489,26630,0.35158827410689036,0.14126192541196878,525
GSX1,27792483,27794768,27793625,26243,0.35743236874351964,0.139030612244898,517
PDX1,27920000,27926313,27923156,25846,0.35158827410689036,0.14126192541196878,509
CDX2,27960918,27969315,27965116,25709,0.35158827410689036,0.14126192541196878,507
URAD,27977717,27988693,27983205,25820,0.4324630031105664,0.06983240223463683,509
FLT3,28003274,28100592,28051933,25757,0.4324630031105664,0.06983240223463683,508
PAN3,28138506,28295335,28216920,25995,0.4384956169290224,0.06777645659928655,512
FLT1,28300346,28495145,28397745,25456,0.4324630031105664,0.06983240223463683,502
POMP,28659065,28678959,28669012,24916,0.4215760203600716,0.4679695982627578,491
SLC46A3,28700064,28718970,28709517,25009,0.4324630031105664,0.06983240223463683,493
MTUS2,28820339,29505947,29163143,25890,0.4581016118390045,0.07873090481786132,510
SLC7A1,29509414,29595688,29552551,26236,0.48430577811292286,0.08272162619988704,517
UBL3,29764371,29850617,29807494,26660,0.45145631067961156,0.07026357943789134,526
KATNAL1,30202630,30307551,30255090,25968,0.3536148553115279,0.3919540229885056,512
UBE2L5,30422488,30429758,30426123,26426,0.3451314921293241,0.4363660618996797,521
HMGB1,30456704,30617597,30537150,25974,0.3451314921293241,0.4363660618996797,512
USPL1,30617693,30660770,30639231,26012,0.32359317560561784,0.4631284916201117,513
ALOX5AP,30713478,30764426,30738952,25953,0.3451314921293241,0.4363660618996797,512
MEDAG,30906271,30925572,30915921,25629,0.3679894429258177,0.4527638190954773,505
TEX26,30932656,30975500,30954078,25753,0.3398058252427184,0.4389110225763611,508
HSPH1,31134973,31162388,31148680,26185,0.44052219813366,0.10812050772289339,516
B3GLCT,31199975,31332276,31266125,26401,0.44052219813366,0.10812050772289339,521
RXFP2,31739526,31803389,31771457,24356,0.42200018851918175,0.11431555269922886,480
FRY,31846713,32299125,32072919,23198,0.3802903195400132,0.10184558076532335,456
ZAR1L,32303699,32315363,32309531,22415,0.2941841832406447,0.08824853669518234,441
BRCA2,32315086,32400268,32357677,22535,0.4612593081346026,0.037915626232093554,443
N4BP2L1,32400723,32428311,32414517,22738,0.44193609199736067,0.040121329105197834,447
N4BP2L2,32432417,32538885,32485651,23234,0.4612593081346026,0.037915626232093554,457
PDS5B,32586452,32778019,32682235,23705,0.44193609199736067,0.040121329105197834,467
KL,33016423,33066143,33041283,24197,0.4547553963615797,0.03858993190012015,476
STARD13,33103137,33350630,33226883,24378,0.4727589782260346,0.11930769230769231,480
RFC3,33818069,33966558,33892313,24781,0.4798284475445377,0.01249332621462894,488
NBEA,34942270,35673022,35307646,22894,0.4128098784051276,0.057883468420247726,450
MAB21L1,35473419,35478764,35476091,23087,0.34857196719766237,0.07333790267306367,454
DCLK1,35768652,36131382,35950017,23581,0.3355641436516165,0.08561296859169198,464
SOHLH2,36168217,36214588,36191402,24195,0.4128098784051276,0.08183925811437397,476
CCDC169-SOHLH2,36168794,36297842,36233318,24058,0.4361862569516447,0.07229003196745128,474
CCDC169,36222008,36297840,36259924,23929,0.40673013479121495,0.08330713612071669,471
SPART,36301638,36370180,36335909,23587,0.43750589122443195,0.07604920405209839,464
CCNA1,36431520,36442870,36437195,23705,0.43750589122443195,0.07604920405209839,467
SERTM1,36674020,36697839,36685929,23479,0.43750589122443195,0.07604920405209839,462
RFXAP,36819222,36829104,36824163,23838,0.43750589122443195,0.07604920405209839,469
SMAD9,36844831,36920887,36882859,24090,0.4335469884060702,0.29425885177035394,474
ALG5,36949738,37000763,36975250,24188,0.4205862946554811,0.40082987551867216,476
EXOSC8,36998816,37025881,37012348,23786,0.4205862946554811,0.40082987551867216,468
SUPT20H,37009312,37059713,37034512,23884,0.4335469884060702,0.29425885177035394,470
CSNK1A1L,37103259,37105664,37104461,23889,0.4052219813366009,0.3437015718397166,470
POSTN,37562583,37598844,37580713,24900,0.4205862946554811,0.40082987551867216,491
TRPC4,37632063,37869802,37750932,25165,0.29484400037703834,0.48086419753086423,496
UFM1,38349849,38363619,38356734,24692,0.5407672730700349,0.20602428393524277,486
FREM2,38687077,38887131,38787104,24784,0.4927891412951268,0.17437252311756932,488
STOML3,38965925,38990859,38978392,24913,0.415920444905269,0.27606137032366546,491
PROSER1,39009865,39038089,39023977,25123,0.40974644170044294,0.2810094097519248,495
NHLRC3,39038306,39050109,39044207,25164,0.40974644170044294,0.2810094097519248,496
LHFPL6,39209116,39603528,39406322,25208,0.44947685927043085,0.11416871416871416,497
COG6,39655627,39791665,39723646,25229,0.44947685927043085,0.11416871416871416,497
FOXO1,40555667,40666641,40611154,25325,0.33829767178810444,0.4341012590409858,499
MRPS31,40729128,40771190,40750159,24964,0.4935432180224338,0.1678087779409365,492
SLC25A15,40789412,40812460,40800936,25075,0.4801583561127345,0.1737481031866464,494
ELF1,40931924,41061440,40996682,25121,0.42539353379206324,0.10638477088948779,495
WBP4,41061509,41084006,41072757,25525,0.48110095202186826,0.17652495378927907,503
KBTBD6,41127569,41132802,41130185,25764,0.48110095202186826,0.17652495378927907,508
KBTBD7,41189834,41194569,41192201,25504,0.406871524177585,0.22639002452984466,503
MTRF1,41216369,41263577,41239973,25185,0.4935432180224338,0.1678087779409365,496
NAA16,41311267,41377030,41344148,24925,0.46700914318031866,0.15383313589439837,491
