gene_name,gstart,gend,midpoint,n_seg,max_h12_500kb,max_h2h1_500kb,n_windows
FAM20C,192571,260772,226671,28559,0.43200722646693523,0.39931894641831456,564
FOXL3,290170,294422,292296,31004,0.43200722646693523,0.39931894641831456,613
PDGFA,497258,520296,508777,39837,0.43200722646693523,0.39931894641831456,789
PRKAR1B,549197,727650,638423,41190,0.3957807971696337,0.0673814743765415,816
DNAAF5,726699,786475,756587,40783,0.4131883021566487,0.17748934226552984,808
SUN1,816615,896435,856525,40230,0.40345891828823066,0.06575773817499662,797
GET4,876554,896436,886495,39952,0.4131883021566487,0.17748934226552984,792
ADAP1,897900,955407,926653,39471,0.4477963039632654,0.4022009799983937,782
COX19,898778,975549,937163,39491,0.4722232677180173,0.3788763363408903,782
CYP2W1,983181,989640,986410,39558,0.6435695735631752,0.006296107860595271,784
C7orf50,996986,1138260,1067623,39225,0.6006247882871015,0.00916596697453121,777
GPR146,1044546,1059261,1051903,39308,0.6005495125898603,0.009027291812456269,779
GPER1,1082208,1093815,1088011,38981,0.6006247882871015,0.00916596697453121,772
ZFAND2A,1152071,1160759,1156415,39042,0.600135496255034,0.006788877868600163,773
UNCX,1232872,1237326,1235099,38506,0.6004365990439986,0.007332079986327128,763
MICALL2,1428465,1459470,1443967,38790,0.6004365990439986,0.007332079986327128,768
INTS1,1470277,1504389,1487333,38811,0.600135496255034,0.006788877868600163,769
MAFK,1530702,1543043,1536872,38080,0.6293989235575294,0.007273496485290293,754
TMEM184A,1542235,1560821,1551528,37998,0.6435695735631752,0.006296107860595271,752
PSMG3,1567332,1571005,1569168,38028,0.600135496255034,0.006788877868600163,753
ELFN1,1665745,1747946,1706845,36881,0.6004365990439986,0.007332079986327128,730
MAD1L1,1815793,2233243,2024518,36130,0.5320862659490384,0.42502245871052446,715
ENSG00000286192,1815804,2242215,2029009,36107,0.5277014565847415,0.41282746160794936,715
MRM2,2234195,2242205,2238200,37723,0.4369189657119199,0.27488023489414326,747
NUDT1,2242226,2251146,2246686,37854,0.4369189657119199,0.27488023489414326,750
SNX8,2251770,2354318,2303044,37530,0.43829274718657085,0.12255614266842794,743
EIF3B,2354086,2380745,2367415,37072,0.5186307350671835,0.18569883580380422,734
CHST12,2403588,2448484,2426036,36648,0.4880876209115887,0.02629186929055129,725
GRIFIN,2474728,2476894,2475811,36443,0.5186307350671835,0.18569883580380422,721
LFNG,2512529,2529177,2520853,36615,0.4929617223079528,0.20485733695652164,725
BRAT1,2537810,2555694,2546752,36771,0.47553539839662773,0.027345393352965913,728
IQCE,2558972,2614733,2586852,36651,0.4929617223079528,0.20485733695652164,726
TTYH3,2631961,2664802,2648381,37181,0.467217433851481,0.02796703034923054,736
AMZ1,2679522,2775500,2727511,37741,0.48421092250366965,0.196174713275187,747
GNA12,2721822,2870786,2796304,37632,0.467217433851481,0.02796703034923054,745
CARD11,2906142,3044228,2975185,37626,0.6200082803266966,0.1497073621521716,745
SDK1,3301252,4269000,3785126,38109,0.6535812412962475,0.02146719538572459,755
FOXK1,4682295,4771442,4726868,37817,0.6883586134216568,0.005973358819664301,749
AP5Z1,4775615,4794397,4785006,37862,0.6736798524596335,0.051629360120224614,750
RADIL,4797055,4883716,4840385,38234,0.6782716699913434,0.006126781922960269,757
PAPOLB,4857738,4862030,4859884,38197,0.6883586134216568,0.005973358819664301,756
MMD2,4905989,4959213,4932601,38136,0.6782716699913434,0.006126781922960269,755
RBAK-RBAKDN,4983718,5073221,5028469,37683,0.6736798524596335,0.051629360120224614,746
RBAK,5045821,5069487,5057654,37906,0.6736798524596335,0.051629360120224614,751
WIPI2,5190196,5233840,5212018,37785,0.6782716699913434,0.006126781922960269,748
SLC29A4,5274369,5306912,5290640,37319,0.6533742331288344,0.006512757435266663,739
TNRC18,5306790,5425414,5366102,38255,0.49823102111483314,0.0484745237726498,758
FBXL18,5431335,5513809,5472572,37682,0.4419247995784562,0.033303613573189256,746
ACTB,5526409,5563902,5545155,37334,0.4374647145169182,0.032488198164748294,739
FSCN1,5592816,5606655,5599735,37254,0.4396665286612217,0.015410713432407889,738
RNF216,5620047,5781696,5700871,36332,0.4396665286612217,0.015410713432407889,719
OCM,5879827,5886363,5883095,35493,0.4396665286612217,0.015410713432407889,702
CCZ1,5898725,5926550,5912637,35481,0.49823102111483314,0.0484745237726498,702
RSPH10B,5925550,5970689,5948119,35403,0.49823102111483314,0.0484745237726498,701
PMS2,5970925,6009130,5990027,35173,0.4374647145169182,0.032488198164748294,696
AIMP2,6009255,6023834,6016544,35031,0.45585080356806806,0.014467086802520809,693
EIF2AK1,6022247,6059175,6040711,34705,0.49823102111483314,0.0484745237726498,687
ANKRD61,6031376,6036552,6033964,34883,0.4419247995784562,0.033303613573189256,690
USP42,6104949,6161564,6133256,34377,0.39354134517670963,0.0324571766095688,680
CYTH3,6161779,6272644,6217211,34608,0.458730098987542,0.10180354267310782,685
SAGSIN1,6329411,6348967,6339189,32639,0.458730098987542,0.10180354267310782,645
FAM220A,6329411,6348981,6339196,32639,0.458730098987542,0.10180354267310782,645
RAC1,6374527,6403967,6389247,33348,0.5942639918702247,0.02973896459930867,659
DAGLB,6409126,6484190,6446658,34176,0.5848545297150816,0.028814511598041565,676
KDELR2,6445953,6484190,6465071,34863,0.6040686514358841,0.029943039950062412,690
GRID2IP,6496778,6551461,6524119,36094,0.5942639918702247,0.02973896459930867,714
ZDHHC4,6577434,6589374,6583404,36387,0.5942639918702247,0.02973896459930867,720
INTS15,6590021,6608726,6599373,36331,0.5942075350972938,0.029623301279504088,719
ZNF853,6615610,6624290,6619950,36355,0.5942639918702247,0.02973896459930867,720
ZNF316,6637318,6658279,6647798,36362,0.6040686514358841,0.029943039950062412,720
ZNF12,6688433,6706947,6697690,35998,0.5895216229440325,0.028542445699737445,712
RSPH10B2,6754103,6799365,6776734,36060,0.5619895366780835,0.024311575212675872,714
CCZ1B,6794134,6826770,6810452,35912,0.5942075350972938,0.029623301279504088,711
C1GALT1,7156934,7248616,7202775,33727,0.7442696375475178,0.05829860983074597,667
COL28A1,7356203,7535873,7446038,31130,0.7284805600511873,0.05733824302998422,615
MIOS,7566875,7608932,7587903,28894,0.7390003387406376,0.058804937904365286,570
