gene_name,gstart,gend,midpoint,n_seg,max_h12_500kb,max_h2h1_500kb,n_windows
OR11H12,18601117,18602097,18601607,27621,0.4575095386749913,0.11640000000000005,545
POTEM,18967434,19003752,18985593,29995,0.423285929009134,0.023965141612200456,592
POTEG,19402486,19434341,19418413,31939,0.19574517285235285,0.045327754532775426,631
OR11H2,19712936,19713883,19713409,31041,0.4031679963001503,0.5414394765539802,613
OR4N2,19719015,19830253,19774634,31168,0.39692449994218987,0.032380296245263535,616
OR4Q3,19743571,19749469,19746520,30997,0.4648514279107412,0.05543180260452365,612
OR4M1,19773504,19783696,19778600,31210,0.39651982888195164,0.5184006640841172,617
OR4K3,19868197,19869143,19868670,30388,0.38998728176667824,0.5429093978615644,600
OR4K2,19875142,19883932,19879537,29895,0.3902763325239912,0.03306437467111035,590
OR4K5,19920607,19921578,19921092,29428,0.38998728176667824,0.5429093978615644,581
OR4K1,19930917,19936757,19933837,29393,0.4434038617181178,0.04628027681660901,580
OR4K15,19975591,19976565,19976078,28955,0.40530697190426623,0.04435412617070157,572
OR4Q2,19999913,20004760,20002336,28986,0.3902763325239912,0.03306437467111035,572
OR4K14,20014143,20019307,20016725,29304,0.4031679963001503,0.5414394765539802,579
OR4K13,20029399,20036038,20032718,29872,0.4031679963001503,0.5414394765539802,590
OR4L1,20060045,20060983,20060514,30617,0.4031679963001503,0.5414394765539802,605
OR4K17,20110739,20122199,20116469,32131,0.38998728176667824,0.5429093978615644,635
OR4N5,20138820,20145471,20142145,32693,0.39651982888195164,0.5184006640841172,646
OR11G2,20190896,20201075,20195985,32426,0.38998728176667824,0.5429093978615644,641
OR11H6,20223710,20224702,20224206,32172,0.4434038617181178,0.04628027681660901,636
OR11H7,20229402,20230346,20229874,32052,0.38998728176667824,0.5429093978615644,634
OR11H4,20239286,20244349,20241817,31958,0.48762862758700437,0.0543213880330793,632
TTC5,20256558,20305960,20281259,31666,0.48762862758700437,0.0543213880330793,626
CCNB1IP1,20311368,20333312,20322340,31155,0.3902763325239912,0.03306437467111035,616
PARP2,20343615,20357904,20350759,31095,0.43525263036189155,0.16580193999548845,614
TEP1,20365667,20413501,20389584,30621,0.42837322233784253,0.015997023809523815,605
KLHL33,20425852,20436166,20431009,30200,0.4434038617181178,0.04628027681660901,597
OSGEP,20446401,20455089,20450745,30024,0.43525263036189155,0.16580193999548845,593
APEX1,20455191,20457772,20456481,30009,0.4285466527922303,0.01643611482968913,593
PIP4P1,20457681,20461465,20459573,30010,0.43525263036189155,0.16580193999548845,593
PNP,20461992,20477094,20469543,29928,0.39692449994218987,0.032380296245263535,591
RNASE10,20505537,20513884,20509710,29819,0.42837322233784253,0.015997023809523815,589
RNASE9,20556093,20561047,20558570,29434,0.43525263036189155,0.16580193999548845,581
ENSG00000259060,20582892,20609795,20596343,29182,0.39651982888195164,0.5184006640841172,576
RNASE11,20582892,20609884,20596388,29183,0.39651982888195164,0.5184006640841172,576
RNASE12,20590073,20591376,20590724,29226,0.40085559024164646,0.15233061028351755,577
OR6S1,20640696,20641691,20641193,28892,0.4784368135044513,0.013520678685047718,570
ANG,20684177,20698971,20691574,28980,0.42837322233784253,0.015997023809523815,572
RNASE4,20684560,20701216,20692888,28960,0.4784368135044513,0.013520678685047718,572
