gene_id,gene_name,chr,start,end,min_rank,min_pop,max_rank,rank_range,is_sd
ENSG00000187758.8,ADH1A,4,99276369,99291003,0.0001859328516787,CDX,0.2191278179610369,0.2189418851093582,False
ENSG00000172058.16,SERF1A,5,70900669,70918530,0.0004508566275924,CHB,0.0094244718589506,0.0089736152313581,False
ENSG00000196616.15,ADH1B,4,99304971,99321401,0.0004508566275924,CHB,0.4922654558893405,0.4918145992617481,False
ENSG00000111252.11,SH2B3,12,111405923,111451623,0.0005560851604702,TSI,0.4315195017680899,0.4309634166076196,False
ENSG00000285472.1,OR4M2-OT1,15,22015233,22095857,0.0005821645938078,MXL,0.0063119927862939,0.005729828192486,False
ENSG00000174876.17,AMY1B,1,103687415,103696454,0.0007391373211551,MSL,0.0021143884131514,0.0013752510919963,False
ENSG00000152128.13,TMEM163,2,134455759,134719000,0.001008064516129,FIN,0.9339687582737622,0.9329606937576332,False
ENSG00000215354.10,FAM90A24,8,8019988,8022998,0.0010292410007389,LWK,0.0401069518716577,0.0390777108709188,False
ENSG00000229665.8,PRR20C,13,57140918,57157082,0.0011351037432025,MSL,0.0815713982150446,0.080436294471842,False
ENSG00000185775.10,SPATA31A6,9,42183659,42189887,0.0011351037432025,MSL,0.1213003653306507,0.1201652615874481,False
ENSG00000214026.11,MRPL23,11,1947278,1984522,0.0011351037432025,MSL,0.0401069518716577,0.0389718481284551,False
ENSG00000274102.3,OR4M2,15,22070241,22083221,0.0011364837720689,PJL,0.0063119927862939,0.005175509014225,False
ENSG00000145736.15,GTF2H2,5,71035016,71067689,0.0011364837720689,PJL,0.0401069518716577,0.0389704680995888,False
ENSG00000243480.8,AMY2A,1,103617427,103625780,0.0011384696849351,CHS,0.0087388440288992,0.0076003743439641,False
ENSG00000139116.19,KIF21A,12,39293228,39443390,0.001190791214607,MXL,0.442995883035997,0.44180509182139,False
ENSG00000121270.16,ABCC11,16,48165773,48247568,0.001190791214607,MXL,0.2739584983367654,0.2727677071221583,False
ENSG00000278558.6,TMEM191B,22,18527802,18530573,0.001190791214607,MXL,0.0325926316900665,0.0314018404754594,False
ENSG00000279514.2,OR4C16,11,55572128,55573060,0.0011952826179345,CDX,0.2973450860339913,0.2961498034160568,False
ENSG00000250844.3,USP17L18,4,9248630,9250222,0.0012464859704025,CHB,0.0027358691032724,0.0014893831328698,False
ENSG00000168496.4,FEN1,11,61792911,61797238,0.0012464859704025,CHB,0.1501984652024345,0.1489519792320319,False
ENSG00000134825.16,TMEM258,11,61768501,61792802,0.0012464859704025,CHB,0.272144861544978,0.2708983755745754,False
ENSG00000198502.7,HLA-DRB5,6,32517353,32530287,0.00126615668689,ACB,0.9999734719864176,0.9987073152995276,False
ENSG00000134780.10,DAGLA,11,61680391,61747001,0.0013540781648258,JPT,0.4455579058699101,0.4442038277050842,False
ENSG00000124920.14,MYRF,11,61752636,61788518,0.0013540781648258,JPT,0.6100856780198858,0.60873159985506,False
ENSG00000128534.8,LSM8,7,118184144,118204035,0.0014251029241,ESN,0.3048160889124107,0.3033909859883106,False
ENSG00000128000.17,ZNF780B,19,40028260,40056231,0.0014251029241,ESN,0.0598093725178713,0.0583842695937712,False
ENSG00000224712.13,NPIPA3,16,14703411,14726342,0.0014251029241,ESN,0.1213003653306507,0.1198752624065506,False
ENSG00000144010.11,TRIM43B,2,95477008,95484754,0.001503481747204,GWD,0.0401069518716577,0.0386034701244537,False
ENSG00000160202.7,CRYAA,21,43169008,43172805,0.0016918684572274,STU,0.0325926316900665,0.030900763232839,False
ENSG00000233050.1,DEFB130B,8,12064389,12071747,0.0016918684572274,STU,0.0401069518716577,0.0384150834144303,False
ENSG00000233024.7,NPIPA9,16,18358086,18379331,0.0016918684572274,STU,0.1213003653306507,0.1196084968734232,False
ENSG00000204688.10,OR2H1,6,29457155,29464328,0.0016950948193664,GIH,0.3076374960413807,0.3059424012220142,False
ENSG00000204694.13,OR11A1,6,29425504,29457071,0.0016950948193664,GIH,0.4473503641929695,0.445655269373603,False
ENSG00000206474.8,OR10C1,6,29439306,29440977,0.0016950948193664,GIH,0.3076374960413807,0.3059424012220142,False
ENSG00000104177.20,MYEF2,15,48134632,48178353,0.0016950948193664,GIH,0.4646582305289352,0.4629631357095687,False
ENSG00000233932.6,CTXN2,15,48178122,48203758,0.0016950948193664,GIH,0.4646582305289352,0.4629631357095687,False
ENSG00000251608.2,OR12D1,6,29414928,29418905,0.0016950948193664,GIH,0.3076374960413807,0.3059424012220142,False
ENSG00000204248.12,COL11A2,6,33162681,33192499,0.0017153111310497,YRI,0.4646582305289352,0.4629429193978854,False
ENSG00000112473.19,SLC39A7,6,33200305,33204439,0.0017153111310497,YRI,0.4646582305289352,0.4629429193978854,False
ENSG00000223865.12,HLA-DPB1,6,33075936,33089696,0.0017153111310497,YRI,0.445060457257511,0.4433451461264612,False
ENSG00000149182.15,ARFGAP2,11,47164299,47177125,0.0017153111310497,YRI,0.3777058573853989,0.3759905462543492,False
ENSG00000166136.16,NDUFB8,10,100523740,100530000,0.0017153111310497,YRI,0.1213003653306507,0.1195850541996009,False
ENSG00000166135.14,HIF1AN,10,100529072,100559998,0.0017153111310497,YRI,0.1778708514473544,0.1761555403163046,False
ENSG00000204227.5,RING1,6,33208500,33212722,0.0017153111310497,YRI,0.4646582305289352,0.4629429193978854,False
ENSG00000204228.4,HSD17B8,6,33204655,33206831,0.0017153111310497,YRI,0.4646582305289352,0.4629429193978854,False
ENSG00000087128.10,TMPRSS11E,4,68447463,68497604,0.0017472335468841,PEL,0.4549195462938538,0.4531723127469697,False
ENSG00000122877.18,EGR2,10,62811996,62819167,0.0017472335468841,PEL,0.1132727944670291,0.1115255609201451,False
